target size	recommender system 1	recommender system 2	Coverage@10	nDCG@10	P@10	Recall@10
500	Popularity	kNN (full/test)	0.0	1.0	1.0	1.0
500	Popularity	iMF (test)	0.0	1.0	1.0	1.0
500	Popularity	Random	0.0	1.0	1.0	1.0
500	Popularity	Normalized kNN (full)	0.0	1.0	1.0	1.0
500	Popularity	Normalized kNN (test)	0.0	1.0	1.0	1.0
500	Popularity	Average Rating	0.0	1.0	1.0	1.0
500	Popularity	iMF (full)	0.0	1.0	1.0	1.0
20	Popularity	Random	0.0	1.0	1.0	1.0
20	Popularity	Normalized kNN (test)	0.0	1.0	1.0	1.0
20	Popularity	iMF (full)	0.0	1.0	1.0	1.0
20	Popularity	iMF (test)	0.0	1.0	1.0	1.0
20	Popularity	kNN (full/test)	0.0	1.0	1.0	1.0
20	Popularity	Average Rating	0.0	1.0	1.0	1.0
20	Popularity	Normalized kNN (full)	0.0	1.0	1.0	1.0
20	Random	Normalized kNN (test)	0.0	1.0	1.0	1.0
20	Random	iMF (full)	0.0	1.0	1.0	1.0
20	Random	iMF (test)	0.0	1.0	1.0	1.0
20	Random	kNN (full/test)	0.0	1.0	1.0	1.0
20	Random	Average Rating	0.0	1.0	1.0	1.0
20	Random	Normalized kNN (full)	0.0	1.0	1.0	1.0
50	Popularity	Normalized kNN (full)	0.0	1.0	1.0	1.0
50	Popularity	iMF (full)	0.0	1.0	1.0	1.0
50	Popularity	iMF (test)	0.0	1.0	1.0	1.0
50	Popularity	kNN (full/test)	0.0	1.0	1.0	1.0
50	Popularity	Normalized kNN (test)	0.0	1.0	1.0	1.0
50	Popularity	Random	0.0	1.0	1.0	1.0
50	Popularity	Average Rating	0.0	1.0	1.0	1.0
5	iMF (full)	Normalized kNN (full)	1.2186947778928768E-4	1.0	1.0	1.0
5	iMF (full)	Random	1.2186947778928768E-4	1.0	1.0	1.0
5	iMF (full)	Normalized kNN (test)	1.2186947778928768E-4	1.0	1.0	1.0
5	iMF (full)	Average Rating	1.2186947778928768E-4	1.0	1.0	1.0
5	iMF (full)	kNN (full/test)	1.2186947778928768E-4	1.0	1.0	1.0
5	iMF (full)	Popularity	1.2186947778928768E-4	1.0	1.0	1.0
5	iMF (full)	iMF (test)	1.2186947778928768E-4	1.0	1.0	1.0
2000	Normalized kNN (test)	iMF (test)	0.0	1.0	1.0	1.0
2000	Normalized kNN (test)	Popularity	0.0	1.0	1.0	1.0
2000	Normalized kNN (test)	Random	0.0	1.0	1.0	1.0
2000	Normalized kNN (test)	kNN (full/test)	0.0	1.0	1.0	1.0
2000	Normalized kNN (test)	Average Rating	0.0	1.0	1.0	1.0
2000	Normalized kNN (test)	iMF (full)	0.0	1.0	1.0	1.0
2000	Normalized kNN (test)	Normalized kNN (full)	0.0	1.0	1.0	1.0
200	Average Rating	iMF (full)	0.0	1.0	1.0	1.0
200	Average Rating	Popularity	0.0	1.0	1.0	1.0
200	Average Rating	iMF (test)	0.0	1.0	1.0	1.0
200	Average Rating	Random	0.0	1.0	1.0	1.0
200	Average Rating	Normalized kNN (full)	0.0	1.0	1.0	1.0
200	Average Rating	kNN (full/test)	0.0	1.0	1.0	1.0
200	Average Rating	Normalized kNN (test)	0.0	1.0	1.0	1.0
20	Normalized kNN (test)	iMF (full)	0.0	1.0	1.0	1.0
20	Normalized kNN (test)	iMF (test)	0.0	1.0	1.0	1.0
20	Normalized kNN (test)	kNN (full/test)	0.0	1.0	1.0	1.0
20	Normalized kNN (test)	Average Rating	0.0	1.0	1.0	1.0
20	Normalized kNN (test)	Normalized kNN (full)	0.0	1.0	1.0	1.0
3706	iMF (full)	kNN (full/test)	0.0	1.0	1.0	1.0
3706	iMF (full)	Average Rating	0.0	1.0	1.0	1.0
3706	iMF (full)	Random	0.0	1.0	1.0	1.0
3706	iMF (full)	iMF (test)	0.0	1.0	1.0	1.0
3706	iMF (full)	Normalized kNN (test)	0.0	1.0	1.0	1.0
3706	iMF (full)	Popularity	0.0	1.0	1.0	1.0
3706	iMF (full)	Normalized kNN (full)	0.0	1.0	1.0	1.0
0	Normalized kNN (full)	Random	1.0	1.0	1.0	1.0
0	Normalized kNN (full)	iMF (test)	1.0	1.0	1.0	1.0
0	Normalized kNN (full)	Popularity	1.0	1.0	1.0	1.0
0	Normalized kNN (full)	Average Rating	1.0	1.0	1.0	1.0
0	Normalized kNN (full)	iMF (full)	1.0	1.0	1.0	1.0
0	Normalized kNN (full)	Normalized kNN (test)	1.0	1.0	1.0	1.0
0	Normalized kNN (full)	kNN (full/test)	1.0	1.0	1.0	1.0
50	Normalized kNN (full)	iMF (full)	0.0	1.0	1.0	1.0
50	Normalized kNN (full)	iMF (test)	0.0	1.0	1.0	1.0
50	Normalized kNN (full)	kNN (full/test)	0.0	1.0	1.0	1.0
50	Normalized kNN (full)	Normalized kNN (test)	0.0	1.0	1.0	1.0
50	Normalized kNN (full)	Random	0.0	1.0	1.0	1.0
50	Normalized kNN (full)	Average Rating	0.0	1.0	1.0	1.0
100	Popularity	Normalized kNN (test)	0.0	1.0	1.0	1.0
100	Popularity	iMF (full)	0.0	1.0	1.0	1.0
100	Popularity	iMF (test)	0.0	1.0	1.0	1.0
100	Popularity	Normalized kNN (full)	0.0	1.0	1.0	1.0
100	Popularity	kNN (full/test)	0.0	1.0	1.0	1.0
100	Popularity	Average Rating	0.0	1.0	1.0	1.0
100	Popularity	Random	0.0	1.0	1.0	1.0
50	iMF (full)	iMF (test)	0.0	1.0	1.0	1.0
50	iMF (full)	kNN (full/test)	0.0	1.0	1.0	1.0
50	iMF (full)	Normalized kNN (test)	0.0	1.0	1.0	1.0
50	iMF (full)	Random	0.0	1.0	1.0	1.0
50	iMF (full)	Average Rating	0.0	1.0	1.0	1.0
100	Normalized kNN (test)	iMF (full)	0.0	1.0	1.0	1.0
100	Normalized kNN (test)	iMF (test)	0.0	1.0	1.0	1.0
100	Normalized kNN (test)	Normalized kNN (full)	0.0	1.0	1.0	1.0
100	Normalized kNN (test)	kNN (full/test)	0.0	1.0	1.0	1.0
100	Normalized kNN (test)	Average Rating	0.0	1.0	1.0	1.0
100	Normalized kNN (test)	Random	0.0	1.0	1.0	1.0
2000	iMF (test)	Popularity	0.0	1.0	1.0	1.0
2000	iMF (test)	Random	0.0	1.0	1.0	1.0
2000	iMF (test)	kNN (full/test)	0.0	1.0	1.0	1.0
2000	iMF (test)	Average Rating	0.0	1.0	1.0	1.0
2000	iMF (test)	iMF (full)	0.0	1.0	1.0	1.0
2000	iMF (test)	Normalized kNN (full)	0.0	1.0	1.0	1.0
2	iMF (full)	Random	0.005605995978307233	1.0	1.0	1.0
2	iMF (full)	Average Rating	0.005605995978307233	1.0	1.0	1.0
2	iMF (full)	Popularity	0.005605995978307233	1.0	1.0	1.0
2	iMF (full)	kNN (full/test)	0.005605995978307233	1.0	1.0	1.0
2	iMF (full)	iMF (test)	0.005605995978307233	1.0	1.0	1.0
2	iMF (full)	Normalized kNN (test)	0.005605995978307233	1.0	1.0	1.0
2	iMF (full)	Normalized kNN (full)	0.005605995978307233	1.0	1.0	1.0
10	Average Rating	iMF (full)	0.0	1.0	1.0	1.0
10	Average Rating	Normalized kNN (test)	0.0	1.0	1.0	1.0
