fold	target size	recommender system	Coverage@10	nDCG@10	P@10	Recall@10
1	0	kNN (k=1000)	0.0	0.0	0.0	0.0
1	0	iMF (k=50, lambda=10.0, alpha=1.0)	0.0	0.0	0.0	0.0
1	0	kNN (k=500)	0.0	0.0	0.0	0.0
1	0	kNN (k=100)	0.0	0.0	0.0	0.0
1	0	iMF (k=50, lambda=10.0, alpha=10.0)	0.0	0.0	0.0	0.0
1	0	Normalized kNN (k=5000, min=3)	0.0	0.0	0.0	0.0
1	0	iMF (k=50, lambda=0.1, alpha=10.0)	0.0	0.0	0.0	0.0
1	0	kNN (k=900)	0.0	0.0	0.0	0.0
1	0	Normalized kNN (k=60, min=3)	0.0	0.0	0.0	0.0
1	0	kNN (k=2000)	0.0	0.0	0.0	0.0
1	0	Normalized kNN (k=30, min=3)	0.0	0.0	0.0	0.0
1	0	Normalized kNN (k=400, min=3)	0.0	0.0	0.0	0.0
1	0	iMF (k=5, lambda=10.0, alpha=100.0)	0.0	0.0	0.0	0.0
1	0	Random	0.0	0.0	0.0	0.0
1	0	kNN (k=10)	0.0	0.0	0.0	0.0
1	0	iMF (k=50, lambda=1.0, alpha=100.0)	0.0	0.0	0.0	0.0
1	0	kNN (k=30)	0.0	0.0	0.0	0.0
1	0	kNN (k=50)	0.0	0.0	0.0	0.0
1	0	Normalized kNN (k=2000, min=3)	0.0	0.0	0.0	0.0
1	0	iMF (k=5, lambda=1.0, alpha=1.0)	0.0	0.0	0.0	0.0
1	0	iMF (k=10, lambda=10.0, alpha=100.0)	0.0	0.0	0.0	0.0
1	0	kNN (k=70)	0.0	0.0	0.0	0.0
1	0	iMF (k=5, lambda=1.0, alpha=100.0)	0.0	0.0	0.0	0.0
1	0	iMF (k=5, lambda=10.0, alpha=10.0)	0.0	0.0	0.0	0.0
1	0	kNN (k=90)	0.0	0.0	0.0	0.0
1	0	Normalized kNN (k=700, min=3)	0.0	0.0	0.0	0.0
1	0	Normalized kNN (k=90, min=3)	0.0	0.0	0.0	0.0
1	0	Normalized kNN (k=800, min=3)	0.0	0.0	0.0	0.0
1	0	iMF (k=5, lambda=0.1, alpha=1.0)	0.0	0.0	0.0	0.0
1	0	kNN (k=600)	0.0	0.0	0.0	0.0
1	0	iMF (k=10, lambda=0.1, alpha=100.0)	0.0	0.0	0.0	0.0
1	0	kNN (k=200)	0.0	0.0	0.0	0.0
1	0	Normalized kNN (k=3000, min=3)	0.0	0.0	0.0	0.0
