====================
Dataset: ml1m-popular
====================

P@10
Target size	iMF (full)	iMF (test)	kNN (full)	kNN (test)	Normalized kNN (full)	Normalized kNN (test)	Average Rating	Popularity	Random
0	0.6591953642384105	0.6842218543046357	0.6577748344370861	0.659271523178808	0.6422152317880795	0.6731490066225166	0.6652317880794701	0.6238079470198675	0.5498278145695363
1	0.6588377483443708	0.6840562913907284	0.6569602649006623	0.6589403973509934	0.6356125827814569	0.6715993377483443	0.6631026490066224	0.6236788079470199	0.5325298013245033
2	0.6571887417218543	0.6837119205298013	0.6558774834437087	0.6583311258278146	0.6286754966887418	0.6704238410596026	0.6625264900662252	0.6226556291390729	0.5132350993377484
5	0.6447317880794702	0.6607483443708609	0.6329072847682118	0.6330827814569535	0.5977119205298014	0.6187682119205298	0.6031026490066225	0.5877284768211919	0.46686423841059604
10	0.6314072847682118	0.6341225165562914	0.6098145695364239	0.6078377483443708	0.559841059602649	0.5479172185430464	0.5244834437086092	0.5487913907284769	0.39464569536423844
20	0.6181059602649006	0.6024735099337748	0.5862913907284768	0.5806854304635761	0.5253774834437086	0.4671754966887418	0.4314834437086093	0.49971523178807953	0.3104801324503311
50	0.6026423841059603	0.563976821192053	0.5720662251655629	0.5687185430463575	0.49176821192052983	0.4137582781456953	0.3911523178807947	0.47865562913907284	0.1949072847682119
100	0.5799801324503312	0.513774834437086	0.5499900662251656	0.5464271523178809	0.46522185430463575	0.3446556291390729	0.28637086092715236	0.42873509933774834	0.12908278145695365
200	0.5451622516556291	0.4464933774834437	0.5039834437086094	0.49785430463576164	0.4258245033112583	0.28449668874172185	0.2071688741721854	0.3566523178807947	0.07829139072847682
500	0.4776092715231789	0.32860927152317887	0.4330794701986755	0.42698013245033106	0.35297350993377485	0.17833443708609273	0.1094072847682119	0.29092052980132455	0.03676490066225166
1000	0.4180331125827815	0.25043046357615895	0.3675066225165563	0.3608509933774834	0.2810430463576159	0.12659602649006624	0.08339735099337749	0.23798675496688743	0.020483443708609276
2000	0.35877483443708613	0.187341059602649	0.3195794701986755	0.3171887417218543	0.2145629139072848	0.08903973509933776	0.06168874172185431	0.19432781456953643	0.010761589403973511
3706	0.29185761589403975	0.1238543046357616	0.25535099337748346	0.25279801324503304	0.14576490066225167	0.04652317880794702	0.017751655629139072	0.14585761589403975	0.005754966887417219

Recall@10
Target size	iMF (full)	iMF (test)	kNN (full)	kNN (test)	Normalized kNN (full)	Normalized kNN (test)	Average Rating	Popularity	Random
0	0.6186311255424002	0.6347918913521167	0.6179418841501839	0.6197310070980283	0.6052995740012632	0.630312197144279	0.6261885812666679	0.6026498714450298	0.5659914024788759
1	0.617604764982729	0.6342784824588745	0.616760286590275	0.619244843059712	0.5970598689233503	0.6288481090391627	0.6233937997809924	0.6024117762069345	0.5499219747433923
2	0.6159322808718721	0.6335753218699407	0.6151226232969825	0.6183064525319174	0.5876739379134467	0.6272045126612947	0.6225038131120325	0.6009164485029975	0.5313659959179386
5	0.6018548034884807	0.6126929554036472	0.5933231515470239	0.5956465122820849	0.5512640384794697	0.5858322714348303	0.5706771667694882	0.5680279526222167	0.4758166016473472
10	0.5819203293332593	0.5844572148375022	0.5652334721642587	0.5665163082687895	0.4901460959486227	0.5103233356475476	0.4729275608224274	0.5204311396598859	0.372260969797862
20	0.5635028658567287	0.5504329060533385	0.5373611187801819	0.5356885592606415	0.43330642241753436	0.4154862666620618	0.34816805163008513	0.46795389949435534	0.2581965999682483
50	0.5400549053453688	0.5039281875191763	0.5123955607473961	0.5121515913051242	0.38591973703716226	0.3247345411675818	0.29146939196241495	0.4173407524776331	0.13813775161916048
100	0.5105109696073248	0.44815878928179453	0.4839981836406036	0.4833407721759985	0.3613068595613907	0.2542080581868641	0.20519836282111775	0.35216629532601607	0.08209891563235347
200	0.4703651414760338	0.37248320649641886	0.4336953293215459	0.42898872421150064	0.3329119195833801	0.20225002278816	0.14944012102244741	0.2693172675521942	0.044900584910119036
500	0.39439124258351965	0.2607686198857285	0.35678853478449973	0.3510036678072319	0.28703900450383013	0.11998569952962926	0.07302819650601165	0.20462408811643934	0.019452474126186302
1000	0.333740383343077	0.18967996049733526	0.295820323320767	0.28788399412000504	0.23859885813100185	0.0787037420042204	0.05342918289943936	0.15724603757166483	0.010579006478161079
2000	0.2774152905199819	0.1378574322155393	0.24769271958141834	0.2441940068250493	0.1873378351731541	0.04985179401002364	0.039830384574155574	0.12069935776524399	0.005356743537163199
3706	0.21784418732864044	0.08725217633137763	0.1930634433874316	0.18833532014870868	0.13200081056668608	0.0226878163320884	0.010133608035020279	0.08578244950624694	0.002634913423135461

nDCG@10
Target size	iMF (full)	iMF (test)	kNN (full)	kNN (test)	Normalized kNN (full)	Normalized kNN (test)	Average Rating	Popularity	Random
0	0.8391802724499986	0.869571479806875	0.8377559539044487	0.8402794462603763	0.8145211755616314	0.8578264543579637	0.8470285426100881	0.7938347100298613	0.6933869677635152
1	0.837822390736326	0.868592045434081	0.8363426791956945	0.8396187543652479	0.8022074869876559	0.8553285757236246	0.8438231633471623	0.7936243688932303	0.6602669696480321
2	0.8359007289292734	0.8679905542685248	0.8347468459525919	0.8387442426041167	0.7921769566618151	0.8533588328637232	0.8431138921103658	0.7921232348519925	0.6269645566011807
5	0.8151831485767905	0.8246198076725146	0.799176569869205	0.7982516490153673	0.747132489781368	0.7588159931043488	0.7326941322819593	0.7152569462484821	0.5603786638603283
10	0.7958126493984331	0.7843117434747177	0.7673748661271962	0.7628662568598189	0.6981754995011827	0.6678585919387556	0.636785772257206	0.6496052079587411	0.4570935451342864
20	0.7759218592007775	0.7386596106529887	0.7368958698299971	0.7285117987951731	0.652433048500702	0.5696268195242722	0.5255498490427346	0.586811627462194	0.3516096338492638
50	0.7585346167793052	0.6918274587773144	0.7214826147501047	0.7153789137616269	0.6144003700462555	0.5013164483783912	0.4883058654676068	0.5624010875481107	0.21266396092739165
100	0.7281702909686663	0.6273416566846474	0.6946070547540463	0.6893051163714101	0.5815470654195034	0.41505319889157366	0.36489737505827097	0.5147363137224892	0.13992126737698793
200	0.6854910396357372	0.543598549500546	0.6414482594552875	0.6343708014738378	0.5320362266317169	0.32921285342342604	0.24222771603231347	0.4425526076463469	0.08312396028367647
500	0.5947999130819239	0.39230432108268176	0.5464331602423471	0.538410277849149	0.43498961034863254	0.19372251315759487	0.12202684922909635	0.34415475364008286	0.03886114028167268
1000	0.5193404063814964	0.2966832170188687	0.4679821689621887	0.4604700561123824	0.34403353571152584	0.13286261599078672	0.08633557666574039	0.27333233810696367	0.02145796244204499
2000	0.44556005060297005	0.2193242921546978	0.40443540486923063	0.40119729953865557	0.25898724574121973	0.08531856450519994	0.05769666766445271	0.22078533942232953	0.011258995437609413
3706	0.36045905778029225	0.1431983511781401	0.32150423769167963	0.31880437067422224	0.17083739063257214	0.041859512890721054	0.014045427521226778	0.1712755158808908	0.006058367986142514

FScore@10
Target size	iMF (full)	iMF (test)	kNN (full)	kNN (test)	Normalized kNN (full)	Normalized kNN (test)	Average Rating	Popularity	Random
0	0.5280197648122207	0.5457048166709095	0.5270450680509292	0.5286703393060075	0.5142541850593847	0.5397984210086125	0.5347877742723415	0.5075739828685909	0.4638163415893385
1	0.5272947192169539	0.5453459069193187	0.5261014613287889	0.5282860895353465	0.5071993313661693	0.5383882406330154	0.5324458872392122	0.5074155406193145	0.44863346324315445
2	0.5258001246796666	0.5448970455690826	0.5248339470923641	0.5275698218675151	0.49948789545542793	0.5370732415788064	0.5317605129942916	0.5062344959828751	0.43109113479540273
5	0.5138099153137677	0.5247524702378461	0.5045845942038332	0.5057646898456107	0.4695140940993693	0.4949368104729645	0.4811597589452363	0.47485715954801255	0.385205647134104
10	0.49959049118762683	0.5002374993293861	0.48218520105673013	0.48161873291978186	0.42862598895719495	0.42869061519610574	0.4038536979520012	0.4361249651446859	0.31133696724805027
20	0.4860755894561506	0.4721453233512293	0.46013041612938615	0.45663197678126444	0.39195740482035507	0.35490043539276883	0.31285174915824243	0.3925576128557452	0.22943755314145142
50	0.4695364737944156	0.4364621990831892	0.4438695141312171	0.4422113695222212	0.35860573324031125	0.29626076068008944	0.2727377796208981	0.36496110552296346	0.1310559344162562
100	0.4470283526245594	0.39185294857640435	0.42248098277158047	0.4204751395534682	0.3378364860585037	0.2385493989940632	0.19457677340031326	0.31507088632622804	0.08117719318383203
200	0.41477132061435473	0.33218027933284267	0.3811967856906582	0.37652028785540403	0.30940304752013387	0.19265300727359408	0.1410214023442596	0.24988204988439033	0.04632822480874773
500	0.3535080645901	0.23684211763561597	0.3185892286451682	0.3136433767586727	0.2600274865078774	0.11780159378318748	0.07104800995333074	0.19528420701580762	0.02062953078020332
1000	0.30262312657637996	0.17518865561620686	0.26574073916782764	0.25989145317532086	0.21001785162033554	0.08026075339800268	0.05292584770054602	0.1537136377858667	0.011264112766457432
2000	0.25469997784825293	0.12845859592669276	0.22585254301079102	0.22354220691597929	0.16170362625343676	0.05354624315082997	0.0392910543785602	0.12082400138393765	0.00583093639682439
3706	0.20241739266160522	0.08271858779671773	0.177306044411162	0.17420894005903018	0.1113854852692993	0.025918820102733442	0.01057361040480535	0.08764393580732582	0.0029841115684157934

