====================
Dataset: yahoo
====================

P@10
Target size	iMF (full)	iMF (test)	kNN (full)	kNN (test)	Normalized kNN (full)	Normalized kNN (test)	Average Rating	Popularity	Random
0	0.1704222222222222	0.17075185185185188	0.16984444444444444	0.17004444444444444	0.16834814814814816	0.17004444444444447	0.16950740740740738	0.16805185185185184	0.16663703703703706
1	0.16984814814814814	0.17036296296296297	0.16904814814814814	0.16944074074074073	0.16661481481481483	0.1690222222222222	0.1681740740740741	0.16692592592592592	0.16466666666666668
2	0.16904444444444444	0.16955555555555554	0.1681185185185185	0.16878148148148148	0.1647037037037037	0.1676111111111111	0.16651851851851854	0.16565555555555556	0.16184444444444446
5	0.16662962962962963	0.16739629629629632	0.16474074074074074	0.16604074074074077	0.15567777777777778	0.16275925925925927	0.1595962962962963	0.16044814814814817	0.14984444444444445
10	0.16052222222222223	0.16214814814814815	0.15655185185185186	0.16002592592592596	0.13015555555555555	0.14987037037037038	0.13922222222222222	0.14837407407407407	0.11198888888888889
20	0.1512740740740741	0.15315555555555554	0.14435925925925924	0.14976666666666666	0.10200740740740741	0.12120370370370373	0.10282222222222223	0.13098888888888888	0.06955555555555555
50	0.13434444444444443	0.13497777777777778	0.1258037037037037	0.13121851851851854	0.08043703703703704	0.06842222222222223	0.049018518518518524	0.1061962962962963	0.033185185185185186
100	0.11641851851851852	0.11732222222222222	0.11022962962962964	0.11305185185185188	0.07131111111111112	0.03111111111111111	0.021596296296296297	0.08720740740740743	0.018203703703703705
200	0.0982851851851852	0.09796296296296297	0.09415555555555558	0.09360370370370372	0.06545925925925926	0.011185185185185183	0.008048148148148148	0.0707851851851852	0.009125925925925926
500	0.07403333333333333	0.07135185185185186	0.07167777777777777	0.06773333333333334	0.05673333333333334	0.0024444444444444444	0.0032666666666666664	0.04874814814814815	0.0036925925925925924
