====================
Dataset: ml100k/young
====================

P@10
Target size	iMF (full)	iMF (test)	kNN (full/test)	Normalized kNN (full)	Normalized kNN (test)	Average Rating	Popularity	Random
20	0.592267678263592	0.5913832447390116	0.6005711967637398	0.5343724228105937	0.5594251224674375	0.3877330613723792	0.56090947231059	0.2798192333129772
50	0.5130268288772394	0.4988030979226682	0.5064375106869963	0.45987054289946905	0.3719070209597225	0.195498608991255	0.4451548491844929	0.16043495639134303
100	0.4507541724504686	0.4089614046747596	0.4336305077980288	0.41321594679237866	0.2454076173352154	0.1461379830489677	0.35473977024997316	0.09029695826426845
200	0.3834238293283772	0.32474981618116683	0.3507028084229237	0.34654734427652556	0.13944661299144864	0.10310404737289414	0.2628289216104061	0.04478359370542674
500	0.2692290296912362	0.21210936405444736	0.25814411166508017	0.2238332942656268	0.06520036999685298	0.06279455267297192	0.1869226797669544	0.016002341678502376
1012	0.19155302380727213	0.14407954948901852	0.1954123746713531	0.1444017699941344	0.029766235882971236	0.04395254978874702	0.13678197900787467	0.013449989564030245

nDCG@10
Target size	iMF (full)	iMF (test)	kNN (full/test)	Normalized kNN (full)	Normalized kNN (test)	Average Rating	Popularity	Random
0	0.7487757514555924	0.7572127604399439	0.7774523049853483	0.760119047261668	0.7727793944223771	0.7667903298206397	0.7521507297340382	0.6921140044063594
1	0.7440421019718994	0.758298157267406	0.7681322114569937	0.7419642549084069	0.753676640055502	0.7317393158729838	0.7405241518358084	0.6535618412783275
2	0.7303951528173541	0.7384400855437215	0.7531964684279601	0.7320807740441391	0.7441416900751587	0.7018180088069645	0.72565885569849	0.613379833975366
5	0.7120697398531775	0.70554324401925	0.7305944593498979	0.6851954523330314	0.6878214697055298	0.6292439658156888	0.6923968634795681	0.517855782613976
10	0.6650277170310979	0.6789074363704133	0.6908162268964021	0.6398148850036177	0.6268607295124222	0.524302001288591	0.634555541649716	0.4274793404590108
20	0.6354275985732654	0.6047550286544662	0.6398925170911354	0.5892054197682187	0.5448343542333719	0.4044381647483841	0.5825473467557718	0.28444089861843375
50	0.5517739812434401	0.5156431012492557	0.544660255801131	0.5033250090090587	0.36965543472354195	0.25391031583349916	0.4716125778398072	0.16579833119169493
100	0.49196818488008526	0.4299244049600429	0.480128475212501	0.431487274244801	0.2529678855044951	0.2000315299448014	0.39653214068977183	0.09809392789769793
200	0.42022942887870246	0.3418023850741303	0.407416502902477	0.3575481296288369	0.15912581862926967	0.15068572787850756	0.3131756653911012	0.05260524529630506
500	0.31025646606887114	0.21958922786024093	0.3018458057012182	0.2226910572657416	0.0756279286457043	0.09492946813457379	0.2293182051757751	0.022394964443531014
1012	0.23939230925726357	0.14350665692643455	0.24011604553210592	0.1442804784138701	0.03832925166117185	0.07520719495409628	0.17313192767747135	0.013642022601280196

FScore@10
Target size	iMF (full)	iMF (test)	kNN (full/test)	Normalized kNN (full)	Normalized kNN (test)	Average Rating	Popularity	Random
0	0.5051455117928901	0.507928122625243	0.5168395164404587	0.501287364539919	0.5069891475463643	0.5090494275308783	0.5056523067947246	0.4708707321864244
1	0.49785199956011955	0.5059993262474868	0.5097863324791808	0.48856799947525975	0.4996829011336428	0.4953229773586364	0.4990317152482645	0.4566999084011044
2	0.4943804216698945	0.49637572965633964	0.5035378763467283	0.4835398968043602	0.4948697177370834	0.4834138095916857	0.49230459547022515	0.44211932589420755
5	0.4732536786545024	0.47871535359971873	0.48791436119234327	0.4522058110605377	0.47045380564919165	0.44910153511713125	0.4715090532691207	0.38064808770730096
10	0.4416080943230968	0.4551633816377474	0.4527579888179242	0.41172652586639896	0.43129709088907947	0.3707582518464437	0.4267843171892676	0.3153964370865641
20	0.4115232376031349	0.4086625189545667	0.41623761870776077	0.3759617387855228	0.3866031582723246	0.27347711302598726	0.38874167735438137	0.20197661515360915
50	0.3612637236278021	0.34717530276622455	0.35190836443214535	0.33014530251851837	0.26923854433596484	0.15539706752563273	0.3151234629419706	0.12200557421123084
100	0.3200757778553901	0.282770012262699	0.2993842096989499	0.28709380394418665	0.1804618307473467	0.11451177139112265	0.25288723838260374	0.07193139161233753
200	0.2766046742736884	0.22744459536294315	0.2514008606206448	0.24062343133459346	0.11034063555858328	0.08179190852510555	0.19369308270982932	0.03807336619591137
500	0.19544757886136796	0.1481222512271318	0.18407395118188363	0.15230810257844132	0.050669853230160974	0.04654243087977802	0.14223366364164305	0.015523390556795521
1012	0.14728066303420778	0.10255057789450647	0.1434897492562744	0.09771957656569574	0.025009844088577295	0.03647480264281629	0.10321468519791702	0.008618452460877139

