====================
Dataset: ml100k/young
====================

P@10
Target size	iMF (full)	iMF (test)	kNN (full/test)	Normalized kNN (full)	Normalized kNN (test)	Average Rating	Popularity	Random
0	0.5007407407407407	0.5025925925925925	0.5144444444444445	0.49740740740740746	0.5018518518518518	0.5033333333333333	0.4974074074074074	0.4525925925925926
1	0.4948148148148149	0.5007407407407408	0.5081481481481481	0.48592592592592593	0.4951851851851852	0.49037037037037035	0.49148148148148146	0.4414814814814815
2	0.49148148148148146	0.4925925925925926	0.5018518518518519	0.48111111111111116	0.49000000000000005	0.47777777777777775	0.4848148148148148	0.4259259259259259
5	0.47407407407407404	0.47888888888888886	0.48777777777777775	0.45481481481481484	0.4692592592592592	0.4455555555555556	0.4666666666666667	0.36814814814814817
10	0.4477777777777778	0.45555555555555555	0.45592592592592585	0.42037037037037034	0.43518518518518523	0.3759259259259259	0.42703703703703705	0.31666666666666665
20	0.42037037037037034	0.4155555555555555	0.42481481481481487	0.39037037037037037	0.3944444444444445	0.292962962962963	0.3951851851851852	0.2166666666666667
50	0.3751851851851852	0.3581481481481481	0.36444444444444446	0.3455555555555555	0.28740740740740744	0.18444444444444447	0.32666666666666666	0.1388888888888889
100	0.33740740740740743	0.29444444444444445	0.3162962962962963	0.2992592592592592	0.20222222222222225	0.1388888888888889	0.2677777777777778	0.08703703703703704
200	0.29629629629629634	0.23592592592592593	0.2714814814814815	0.25148148148148153	0.13407407407407407	0.10222222222222221	0.21222222222222217	0.04703703703703704
500	0.21666666666666665	0.15999999999999998	0.19888888888888892	0.15851851851851853	0.0637037037037037	0.05888888888888888	0.15777777777777777	0.020370370370370372
1012	0.1685185185185185	0.11000000000000001	0.15666666666666668	0.10259259259259261	0.034074074074074076	0.04666666666666667	0.11592592592592592	0.011481481481481483

Recall@10
Target size	iMF (full)	iMF (test)	kNN (full/test)	Normalized kNN (full)	Normalized kNN (test)	Average Rating	Popularity	Random
0	0.7382743197051674	0.7407053261918768	0.7496652221190205	0.7332347716719805	0.7405190251393678	0.7415570715435695	0.7396318890747322	0.7062319826538536
1	0.7274841839150314	0.7383935330968067	0.7395691297738243	0.717798325784038	0.7309937168459435	0.7238714046061265	0.7307701900741443	0.68383391694014
2	0.723775911734537	0.725366863125372	0.7301385777131492	0.7116699185612336	0.7264054039242972	0.711301441852562	0.7232164783537659	0.6639743777219651
5	0.6918863168220664	0.6974852995746806	0.7109869705367087	0.6637040630015658	0.688208774794934	0.6668378505633193	0.6958571448163278	0.5825321951956066
10	0.6348615372028047	0.667852105172852	0.657534586508877	0.594020907676455	0.6261124835764541	0.5452083380733377	0.6224109218806627	0.46713347473416034
