====================
Dataset: yahoo
====================

P@10
Target size	iMF (full)	iMF (test)	kNN (full/test)	Normalized kNN (full)	Normalized kNN (test)	Average Rating	Popularity	Random
0	0.666678270398266	0.6671678332515618	0.6661979907506425	0.6616667943056563	0.666177350792709	0.6651907170710192	0.6620386510592281	0.6587981852432396
1	0.6655879984976094	0.66641187586861	0.6648144213322136	0.6584567653795427	0.6647365734030146	0.6626735891639587	0.659940683051244	0.6546470050136052
2	0.6641977347989612	0.6648030730688306	0.6633049687459144	0.6544038124069671	0.6627570541287107	0.6601064801816916	0.6574640524256077	0.6492282382243381
5	0.6581831614312504	0.6599415593138361	0.6564071722710929	0.6311429731439671	0.6542443496874236	0.6448618459687306	0.6458941803705793	0.6152566707301454
10	0.6384281123487454	0.6440926442040389	0.6347962547326174	0.5319537985893914	0.6265541820868377	0.5785695238930118	0.6044929753026207	0.46794600752273857
20	0.6057337335799865	0.6125139518360546	0.592173830794224	0.41133854558403515	0.556547523969519	0.42957827521998304	0.5354935404538099	0.2778845876573054
50	0.5421102408316638	0.5482538634338393	0.5278605072469332	0.3201134858743119	0.37349456389265195	0.19600244928525218	0.43886003693968423	0.1231573017721677
100	0.47762282809249557	0.4840540108738036	0.4669029600537827	0.28384464145497945	0.209415677670874	0.08447599140913231	0.362782332423095	0.06338094247448194
200	0.4056980508085023	0.40686866205969957	0.3981700206073169	0.26484615963603153	0.08388490792026085	0.029322192631354733	0.2955553012577437	0.03513866629184338
500	0.30764560826378784	0.3000213704460882	0.30062805760122313	0.23737351422545197	0.019834953531473676	0.013028230211920813	0.2041575457661784	0.012872073056524857
1000	0.23474060155310678	0.22465713344732427	0.22891223901318614	0.18499713062191533	0.0073159107474083315	0.003282202893273326	0.14671235895634877	0.006817782480800523

nDCG@10
Target size	iMF (full)	iMF (test)	kNN (full/test)	Normalized kNN (full)	Normalized kNN (test)	Average Rating	Popularity	Random
0	0.5772210730620818	0.5832866177093775	0.5740638357104441	0.5591481581360952	0.5794461854619856	0.5738029278808916	0.5513397001346664	0.5333613672045454
1	0.5709341131733948	0.5775099692645371	0.5661191721120022	0.533838997809055	0.5591357590071283	0.5355730685703183	0.5372632988665167	0.4847138970328899
2	0.5641507318462202	0.5706072877833271	0.5588528299976587	0.5133206621971348	0.5401517177031312	0.505205431040379	0.5259870178458341	0.452165898129363
5	0.5479805898209775	0.5541911005123641	0.5415815301777313	0.47145908771664524	0.4949363788743377	0.4374816751369419	0.49791572322131517	0.37479466848235515
10	0.5221408374063892	0.5289372629284108	0.5145328686167399	0.40552736801627337	0.4318195573855587	0.35017201049080404	0.456661568459966	0.26748188636154263
20	0.4884701356234637	0.49423081130416485	0.4763580502129293	0.3398627275622138	0.343264349100896	0.23868862669142105	0.40198258551158605	0.16078028311234674
50	0.4258833621361909	0.42873489142990795	0.41453913595283237	0.2811118854741218	0.20042488553478716	0.10275765814784059	0.32437794412787635	0.0735669934477042
100	0.3678295125178762	0.36770978208412625	0.3581819091593849	0.24632883565679084	0.10426365794582024	0.044171908437057074	0.26316577007190844	0.03820895755511353
200	0.3051069283715764	0.29862149674155736	0.2972600243463196	0.21245961503301566	0.04113771273279902	0.01665812238482329	0.2052444803570844	0.020839669021936978
500	0.22334055025626273	0.21041648642576768	0.21607437642562627	0.15953793428350965	0.010131557832744836	0.006325253402222228	0.1351478330565513	0.007720646065680606
1000	0.16769106415618765	0.15149438977851198	0.16105482565407764	0.11206859977348609	0.003944186986868479	0.001755325611699885	0.09325514664404641	0.004258122327698388

FScore@10
Target size	iMF (full)	iMF (test)	kNN (full/test)	Normalized kNN (full)	Normalized kNN (test)	Average Rating	Popularity	Random
0	0.24811980854350013	0.2484630415494264	0.24769462270402837	0.24543722259706025	0.24765318775886852	0.24714708100978813	0.24539884443372548	0.24367115465165434
1	0.24737171614719747	0.24798189336514254	0.24684335683931327	0.24341272818393794	0.2466198680616083	0.2455659948444778	0.24403414494151615	0.24111324592664798
2	0.24661248830011423	0.24697504149173075	0.24587058303269363	0.24089067831123825	0.24528467940033108	0.24382023741902067	0.24254733681043977	0.23784730037837049
5	0.24318774939458562	0.24415998914272646	0.24200047881296802	0.2287687226172821	0.24021592774048325	0.23514028875273169	0.23610833669607895	0.22113691813380365
10	0.2349084574598697	0.23690694797973158	0.23240922146527887	0.19081718722558633	0.2269495798162505	0.20625390543319036	0.2185260547957851	0.165573189895835
20	0.22168552300870012	0.22396474116879003	0.21590007259876862	0.1495741712376745	0.1974793141980625	0.15219692492734652	0.1926054066595857	0.10057766348277652
50	0.19639083051606948	0.19852605659209566	0.1907836512149759	0.11696228894859902	0.1291622115361568	0.07120062077559525	0.1567924309289969	0.045834552992649845
100	0.17164892059908304	0.1736235219579885	0.16734007193043632	0.10357036534616344	0.07170805076912556	0.03133897545422326	0.12921964806754543	0.024443552277912606
200	0.14498013308155605	0.14440702830910693	0.14173039905929308	0.09580472884638458	0.028930732042649933	0.011124459378518973	0.10456673696617366	0.012975694128777405
500	0.1090162054282344	0.10532915754659858	0.10609100302733414	0.08426896582306158	0.006913141908253241	0.004723739815243026	0.07219052826489668	0.005114077352804369
1000	0.08308005627305624	0.0782178169648501	0.08066423375499332	0.06493291041444302	0.0025538686075115323	0.0011884403629720524	0.051745395502839096	0.0025598894525506255

