====================
Dataset: yahoo
====================

P@10
Target size	iMF (full)	iMF (test)	kNN (full/test)	Normalized kNN (full)	Normalized kNN (test)	Average Rating	Popularity	Random
0	0.17044074074074075	0.17075555555555555	0.17003333333333331	0.16830000000000003	0.16993703703703705	0.16950740740740738	0.16805185185185184	0.1667740740740741
1	0.1697888888888889	0.17033333333333336	0.1693148148148148	0.1665888888888889	0.1690037037037037	0.16812962962962966	0.1668851851851852	0.1645740740740741
2	0.1691888888888889	0.1695111111111111	0.16849629629629628	0.16454444444444447	0.16782962962962963	0.16662962962962963	0.16567037037037036	0.16193703703703705
5	0.16645185185185188	0.16721111111111112	0.16545925925925925	0.15534074074074072	0.16362592592592592	0.1596888888888889	0.16065185185185185	0.1493185185185185
10	0.16062222222222228	0.16194814814814815	0.15861111111111112	0.12976666666666667	0.15372222222222223	0.13926296296296298	0.14826666666666669	0.1119148148148148
20	0.15133333333333335	0.15280370370370372	0.14722592592592593	0.10262962962962963	0.1327962962962963	0.10292592592592593	0.1306	0.06907037037037037
50	0.13374444444444444	0.13511111111111113	0.12983703703703703	0.0806148148148148	0.08606296296296297	0.04897407407407408	0.10617037037037039	0.03227407407407408
100	0.11667037037037038	0.11784444444444445	0.11361111111111111	0.0712925925925926	0.04771481481481482	0.02197777777777778	0.08745185185185186	0.01750740740740741
200	0.09846666666666667	0.09770740740740741	0.09604814814814815	0.06543703703703704	0.019422222222222223	0.008059259259259259	0.07071111111111111	0.009262962962962964
500	0.07389629629629631	0.07095185185185186	0.07178148148148149	0.056781481481481474	0.004725925925925926	0.0033370370370370377	0.048881481481481484	0.0037814814814814816
1000	0.05633333333333333	0.05255555555555556	0.05463333333333333	0.04344814814814815	0.001777777777777778	8.481481481481482E-4	0.03508148148148148	0.0018703703703703705

Recall@10
Target size	iMF (full)	iMF (test)	kNN (full/test)	Normalized kNN (full)	Normalized kNN (test)	Average Rating	Popularity	Random
