====================
Dataset: ml1m/young
====================

P@10
Target size	iMF (full)	iMF (test)	kNN (full/test)	Normalized kNN (full)	Normalized kNN (test)	Average Rating	Popularity	Random
0	0.6058558558558559	0.612072072072072	0.6076576576576577	0.5938738738738738	0.6145945945945946	0.6047747747747747	0.5743243243243243	0.523873873873874
1	0.600900900900901	0.6101801801801802	0.6044144144144143	0.5867567567567568	0.6072072072072071	0.5894594594594594	0.5701801801801801	0.5075675675675676
2	0.5972072072072072	0.6000900900900901	0.5984684684684686	0.5758558558558559	0.5971171171171171	0.5712612612612612	0.5617117117117117	0.4857657657657658
5	0.588918918918919	0.5852252252252252	0.5893693693693693	0.5502702702702702	0.5776576576576578	0.5288288288288289	0.5472972972972973	0.4308108108108108
10	0.576036036036036	0.5566666666666668	0.5732432432432433	0.5203603603603604	0.54009009009009	0.4617117117117117	0.5238738738738739	0.35864864864864865
20	0.560900900900901	0.5172072072072071	0.5525225225225225	0.4884684684684685	0.48567567567567566	0.3458558558558559	0.4936936936936937	0.26612612612612613
50	0.5217117117117117	0.43450450450450456	0.5059459459459459	0.45270270270270274	0.3654054054054054	0.21810810810810813	0.4313513513513514	0.17315315315315316
100	0.4799099099099099	0.3536936936936937	0.45981981981981984	0.41495495495495494	0.2589189189189189	0.1328828828828829	0.3701801801801802	0.10135135135135136
200	0.43072072072072076	0.25036036036036036	0.40657657657657664	0.362972972972973	0.16405405405405404	0.07927927927927927	0.3106306306306306	0.0627027027027027
500	0.3561261261261262	0.1390990990990991	0.32216216216216215	0.2648648648648649	0.07009009009009011	0.04027027027027027	0.22900900900900903	0.02693693693693694
1000	0.29063063063063066	0.07792792792792794	0.25954954954954956	0.18774774774774777	0.03153153153153153	0.022072072072072076	0.17324324324324322	0.0163963963963964
2000	0.22666666666666666	0.03936936936936937	0.19855855855855856	0.11612612612612612	0.014594594594594595	0.016216216216216217	0.12765765765765763	0.008648648648648649
2650	0.20306306306306307	0.0318018018018018	0.18072072072072073	0.09297297297297298	0.011711711711711712	0.014594594594594595	0.11342342342342342	0.005765765765765766

Recall@10
Target size	iMF (full)	iMF (test)	kNN (full/test)	Normalized kNN (full)	Normalized kNN (test)	Average Rating	Popularity	Random
0	0.6712536269489975	0.6782388167497881	0.672404317348262	0.6609229520513192	0.6819679126434426	0.6760575162348555	0.6559600968716841	0.6240968269693671
1	0.6668238722078003	0.6748596330795997	0.6678786830799808	0.6519792499806822	0.6741154430587082	0.6615357051782794	0.650937944864238	0.6072662834120699
2	0.6608911372725017	0.6627424767234955	0.6609001334434614	0.6392627361926342	0.6641917057474314	0.6436004055092999	0.6405744044118619	0.5832686798870441
5	0.6485008381012045	0.6438925887526068	0.6480517345925472	0.5994569788932502	0.6423601819229885	0.5997714856192171	0.6226426714234664	0.5116340970671398
10	0.627506673299672	0.6075747999248327	0.6210441128245059	0.5402172418263838	0.5931396249829434	0.5152109031244144	0.5847906233245338	0.4017863718325102
20	0.5978803763792607	0.5564573233911642	0.5907062669956733	0.4874155229186671	0.5318335977239299	0.36389747418518625	0.5375535843647699	0.27487509648529246
50	0.5422329093100436	0.45241219293836243	0.5213950499064497	0.434970988424287	0.3783907890987432	0.2012359304419496	0.45282514226729054	0.15284019852455993
100	0.48696394806728094	0.35771563472005	0.4646425710999587	0.4005999667206576	0.24982105178827557	0.10905715408604999	0.3708314526725601	0.08486282874407605
200	0.4263615748462266	0.24149318248299617	0.3976045491986639	0.35288942578631377	0.15009012169705657	0.05349893211675234	0.29927980553640443	0.04821949411242317
