====================
Dataset: yahoo-unpopular
====================

P@10
Target size	iMF (full)	iMF (test)	kNN (full)	kNN (test)	Normalized kNN (full)	Normalized kNN (test)	Average Rating	Popularity	Random
0	0.17038148148148147	0.17074444444444448	0.16984074074074074	0.17004444444444444	0.16834814814814814	0.17004444444444447	0.16950740740740738	0.16805185185185184	0.16699629629629628
1	0.1697111111111111	0.1702777777777778	0.1689740740740741	0.16936296296296294	0.16664444444444443	0.16902962962962964	0.16834444444444446	0.1663962962962963	0.1647111111111111
2	0.1688851851851852	0.1695962962962963	0.16798148148148148	0.16832592592592593	0.1647592592592593	0.1676703703703704	0.16657777777777777	0.16505555555555557	0.16204444444444446
5	0.16632592592592593	0.16712222222222223	0.16435925925925926	0.16532962962962966	0.15555925925925926	0.163362962962963	0.1618925925925926	0.15845925925925927	0.14947777777777776
10	0.16013333333333332	0.1616925925925926	0.15575555555555556	0.15912592592592595	0.12961851851851852	0.1507851851851852	0.14704814814814815	0.14405185185185188	0.11284814814814814
20	0.14974444444444443	0.15195925925925927	0.14405185185185182	0.14728518518518519	0.10210370370370372	0.11950370370370371	0.10148518518518519	0.12309629629629629	0.06847777777777778
50	0.1295703703703704	0.1315074074074074	0.1211851851851852	0.12426666666666666	0.07997407407407407	0.0647962962962963	0.04746666666666667	0.09882962962962964	0.0323037037037037
100	0.11282962962962964	0.11349259259259259	0.10538518518518518	0.10656666666666666	0.07088518518518519	0.027366666666666668	0.016018518518518522	0.0856851851851852	0.017355555555555555
200	0.09762592592592592	0.09712222222222222	0.09238148148148148	0.08978888888888889	0.06515925925925925	0.01121851851851852	0.007225925925925927	0.0724888888888889	0.00902962962962963
500	0.07360000000000001	0.07118518518518518	0.07250370370370371	0.06868148148148148	0.05683333333333333	0.002811111111111111	0.00442962962962963	0.04697037037037037	0.004037037037037038
1000	0.05644814814814816	0.05288888888888889	0.05482222222222223	0.05161481481481482	0.04345185185185185	9.592592592592593E-4	8.481481481481482E-4	0.03508148148148148	0.0020333333333333336

Recall@10
Target size	iMF (full)	iMF (test)	kNN (full)	kNN (test)	Normalized kNN (full)	Normalized kNN (test)	Average Rating	Popularity	Random
0	0.6665670651893914	0.6672068446180515	0.6657581447226573	0.6664108790191603	0.6620469734806671	0.6662249770585258	0.6651907170710192	0.6620386510592281	0.6593802909953774
1	0.6652640378217354	0.6663402352016031	0.664289360956947	0.66501824905963	0.6590155999168725	0.6645319296185861	0.6631452069540253	0.6590819390077547	0.6548485163258392
2	0.6638711756043392	0.6650388590563867	0.6622960848216999	0.6632307218424849	0.6550057842970186	0.6621872051953952	0.6599190772279783	0.6566551833389618	0.648754581141515
5	0.6579529612475434	0.659608629911809	0.6540605196944357	0.6566066828058108	0.6315036726011243	0.6533216334651649	0.6493427357111563	0.6415615859977308	0.6170459834124342
10	0.6368077061998827	0.642715093510394	0.6242404175498676	0.6379343576045032	0.5312687100466007	0.6181711615560065	0.6027084858608469	0.59293514260533	0.47193956618393945
20	0.60174427531572	0.6096302481650255	0.58026809497075	0.5955702474438709	0.41151589090621393	0.5016945418975747	0.4185760438013908	0.5090179236923646	0.2737252734479075
50	0.5267463660534816	0.5344434591675447	0.49513165286797	0.513076667252619	0.3183482305455601	0.2747276798945847	0.18747741696525438	0.40741254438364294	0.121772282165808
100	0.4612669849136509	0.4667258736735815	0.4319048727999742	0.44254863053732185	0.2837481705452928	0.11443547092780766	0.06003410855284075	0.3561072185861416	0.0643680075562006
200	0.40162205951018415	0.40357041553687	0.3811912217736944	0.3753063741053396	0.2630220160207392	0.04648737550057276	0.026103680325503836	0.30339443228140317	0.03332037434502086
