====================
Dataset: ml100k
====================

P@10
Target size	iMF (full)	iMF (test)	kNN (full/test)	Normalized kNN (full)	Normalized kNN (test)	Average Rating	Popularity	Random
100	0.6406220338666552	0.5339092865933195	0.6531090616766653	0.5557912926074324	0.3041109162407185	0.2540421577438595	0.4815213473014527	0.10783580258511219
200	0.5758158773601838	0.41438362162884673	0.581918336281557	0.4841094129355995	0.2135935039463389	0.16890119763290698	0.39993326284911507	0.06228291261372709
500	0.4710355744381293	0.25835719738879126	0.470786525090943	0.35909601165092314	0.11346939570292333	0.0789896676125401	0.2898729927882188	0.026024604415527442
1000	0.3839633239298815	0.15933623735813782	0.38381999207118134	0.2574505335376733	0.052886918277357975	0.03660565434510154	0.21690838992886122	0.013426378525886584
1682	0.3180019849021537	0.11073884296129359	0.32271873893219694	0.18870376476896492	0.023787906848630795	0.018989739964690774	0.17076857518159827	0.008771693807749125

FScore@10
Target size	iMF (full)	iMF (test)	kNN (full/test)	Normalized kNN (full)	Normalized kNN (test)	Average Rating	Popularity	Random
0	0.5192051282892824	0.5385758678593179	0.5285849204999147	0.5195242949963185	0.5351582957808606	0.5324686291994606	0.5058193093482015	0.46844681832842083
1	0.5162067346623284	0.5340370844433195	0.5265338153771542	0.5134314434293691	0.5290257368726589	0.525492916577726	0.5022919359939346	0.4515927476403167
2	0.5143005602427063	0.5304691976704222	0.5245216479497531	0.5072609738338792	0.5224350798075024	0.5178157609368282	0.4991042225484759	0.4400355639681372
5	0.5079118046809451	0.5230561329993553	0.5187139662906097	0.484615291280685	0.5020588054083325	0.4941633446636029	0.4875212156311853	0.389481466142149
10	0.49428184117808416	0.5089811159722638	0.5099025610999127	0.45423159055135376	0.4668658244533034	0.4506968792199991	0.4691380297115648	0.3052754021441877
20	0.4800799120471623	0.4853804569922933	0.4934995919417249	0.42381516832963817	0.3995161522345191	0.37750282637811516	0.4354366383958534	0.21963041453170287
50	0.4493538639593913	0.42720926975155055	0.4585160711198946	0.385097112295833	0.2827791309040972	0.25202729537031765	0.37279651013484527	0.12303845158431966
100	0.4110747818145762	0.3637587354834929	0.4205059785384523	0.3526028765706369	0.20681072745880935	0.1751706395548795	0.31554703606192913	0.07381521803746235
200	0.3663695097790393	0.28437087722848226	0.37086262084618554	0.3112180252752168	0.15025025821219956	0.12188317569827109	0.25751791607706676	0.041860556608399636
500	0.2955394168571924	0.17966779777430125	0.29319002170631003	0.23819855612773017	0.08796583139108112	0.059036131250537714	0.18311076929272135	0.01739455141484115
1000	0.24100369659043225	0.11355993288572783	0.2356730777608355	0.17505407061243067	0.04495479103898029	0.02919813659258798	0.1372026079915587	0.008826440382761733
1682	0.1991924937157064	0.07810113164166037	0.1955815864744878	0.13002286001023186	0.02123806016523967	0.016271862222931886	0.10886533270483274	0.005802414979266488

