====================
Dataset: ml1m/old
====================

P@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.6991589476731269	0.6830994152046784	0.010716374269005846	326.08650331909666
1	0.6804817566579778	0.6449269005847954	0.010789473684210524	654.6952329757638
2	0.6598087554914922	0.6129824561403507	0.010760233918128654	477.92341483306706
5	0.588070301684479	0.5217251461988303	0.010760233918128654	298.1680793591296
10	0.44930841774003694	0.4039766081871344	0.01175438596491228	228.75274749374196
20	0.29828371641853535	0.32393274853801163	0.01399122807017544	133.0685394703441
50	0.15421680532673016	0.26058479532163736	0.02785087719298246	77.55844811632126
100	0.08695164093781696	0.24505847953216373	0.04899122807017545	56.59320334514514
200	0.046831076435938805	0.25078947368421045	0.08030701754385963	61.00399749609507
500	0.01976024389970917	0.2903654970760234	0.15501461988304094	51.11498135366565
1000	0.010084227283845264	0.35093567251461993	0.23804093567251458	64.17191769207773
2000	0.005096693567884626	0.4340643274853801	0.35074561403508775	93.42200916614742
2913	0.0035370102020677668	0.4859649122807017	0.41421052631578953	83.09139919943642

Recall@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.6991589476731269	0.6830994152046784	0.010716374269005846	331.4319429101284
1	0.6804817566579778	0.6449269005847954	0.010789473684210524	523.7346190747761
2	0.6598087554914922	0.6129824561403507	0.010760233918128654	528.7159500091586
5	0.588070301684479	0.5217251461988303	0.010760233918128654	314.86679000936715
10	0.44930841774003694	0.4039766081871344	0.01175438596491228	266.739564981474
20	0.29828371641853535	0.32393274853801163	0.01399122807017544	142.9384059291463
50	0.15421680532673016	0.26058479532163736	0.02785087719298246	90.8646807127647
100	0.08695164093781696	0.24505847953216373	0.04899122807017545	84.90581180285584
200	0.046831076435938805	0.25078947368421045	0.08030701754385963	51.88903162584517
500	0.01976024389970917	0.2903654970760234	0.15501461988304094	45.11050093954573
1000	0.010084227283845264	0.35093567251461993	0.23804093567251458	53.863225156117814
2000	0.005096693567884626	0.4340643274853801	0.35074561403508775	84.20371751748338
2913	0.0035370102020677668	0.4859649122807017	0.41421052631578953	75.41580668658082

nDCG@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.6991589476731269	0.2739766081871346	0.010716374269005846	302.5224222004073
1	0.6804817566579778	0.18210526315789471	0.010789473684210524	431.1644151665889
2	0.6598087554914922	0.14634502923976603	0.010760233918128654	274.00708880122994
5	0.588070301684479	0.1006578947368421	0.010760233918128654	266.8917184413032
10	0.44930841774003694	0.07390350877192983	0.01175438596491228	198.28843465297817
20	0.29828371641853535	0.05356725146198829	0.01399122807017544	72.96216173452892
50	0.15421680532673016	0.052631578947368425	0.02785087719298246	43.576949085465344
100	0.08695164093781696	0.06742690058479532	0.04899122807017545	69.7502026330938
200	0.046831076435938805	0.09498538011695906	0.08030701754385963	43.657161986172525
500	0.01976024389970917	0.16662280701754387	0.15501461988304094	49.47408055503319
1000	0.010084227283845264	0.2485672514619883	0.23804093567251458	33.13238243607354
2000	0.005096693567884626	0.3589035087719299	0.35074561403508775	63.44495526101407
2913	0.0035370102020677668	0.4221345029239767	0.41421052631578953	40.80323711693282

FScore@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.6991589476731269	0.6830994152046784	0.010716374269005846	310.6843138393732
1	0.6804817566579778	0.6449269005847954	0.010789473684210524	553.9707758917042
2	0.6598087554914922	0.6129824561403507	0.010760233918128654	528.7940863108814
5	0.588070301684479	0.5217251461988303	0.010760233918128654	302.1696746229556
10	0.44930841774003694	0.4039766081871344	0.01175438596491228	209.25419038831336
20	0.29828371641853535	0.32393274853801163	0.01399122807017544	125.35978466380129
50	0.15421680532673016	0.26058479532163736	0.02785087719298246	60.978011080126954
100	0.08695164093781696	0.24505847953216373	0.04899122807017545	65.26491594258994
200	0.046831076435938805	0.25078947368421045	0.08030701754385963	46.50385160793222
500	0.01976024389970917	0.2903654970760234	0.15501461988304094	46.14207980544792
1000	0.010084227283845264	0.35093567251461993	0.23804093567251458	41.6360159454686
2000	0.005096693567884626	0.4340643274853801	0.35074561403508775	68.47435804370559
2913	0.0035370102020677668	0.4859649122807017	0.41421052631578953	37.06013563266286

