fold	target size	recommender system	Coverage@10	nDCG@10	P@10	Recall@10
1	0	Random	0.7222516556291391	0.7149362295018524	0.4440728476821192	0.7068351029200374
1	0	iMF (full)	0.7222516556291391	0.8224030921997342	0.5111754966887417	0.7516082652130152
1	0	Popularity	0.7222350993377483	0.7860373997766921	0.4856953642384106	0.734902121489122
1	0	Normalized kNN (test)	0.7215728476821193	0.8339667001664134	0.5160761589403974	0.7567928827714309
1	0	Average Rating	0.7222350993377483	0.8281290670527434	0.5131788079470199	0.7553531853940658
1	0	Normalized kNN (full)	0.5561092715231788	0.6254232149837176	0.40478476821192055	0.4845649686693917
1	0	kNN (full/test)	0.7144370860927152	0.8151520192311813	0.5055794701986754	0.7388760436148358
1	0	iMF (test)	0.7222516556291391	0.8468017769524846	0.5261920529801324	0.7636398685182406
2	0	Random	0.7262582781456954	0.7149322468385224	0.44461920529801324	0.710743667694513
2	0	iMF (full)	0.7262582781456954	0.8251887973771965	0.5112582781456954	0.7551277210211188
2	0	Popularity	0.7261754966887418	0.7862428050908479	0.48579470198675495	0.7382026814461214
2	0	Normalized kNN (test)	0.7254635761589404	0.8344412084688583	0.5160099337748344	0.7598540190998002
2	0	Average Rating	0.7261754966887418	0.8287278940702468	0.5131788079470199	0.758632257124135
2	0	Normalized kNN (full)	0.556771523178808	0.6220038041968152	0.40302980132450333	0.485266597629451
2	0	kNN (full/test)	0.7180960264900662	0.8144369795453746	0.505728476821192	0.741550787551389
2	0	iMF (test)	0.7262582781456954	0.8508728705658586	0.5274337748344371	0.7683662503485028
3	0	Random	0.7266225165562914	0.7120897047555315	0.44559602649006624	0.7062805548792784
3	0	iMF (full)	0.7266225165562914	0.8243082936608817	0.5117384105960265	0.7512379376265531
3	0	Popularity	0.72658940397351	0.7853882966931106	0.48647350993377486	0.734441847068169
3	0	Normalized kNN (test)	0.7259271523178809	0.8371838389608709	0.5187086092715232	0.7574230198379914
3	0	Average Rating	0.72658940397351	0.8315252176365401	0.5165066225165562	0.756541699199203
3	0	Normalized kNN (full)	0.5595198675496689	0.6213164568016255	0.40602649006622515	0.48184772072250565
