fold	target size	expected intersection ratio in top n
1	0	0.7547835274408257
2	0	0.7554445303328288
3	0	0.7548270992658124
4	0	0.7554325749669405
5	0	0.7563388250856798
1	1	0.7405484091757918
2	1	0.7408477685457273
3	1	0.7402733456263529
4	1	0.741088990187377
5	1	0.7413799786319467
1	2	0.7247080242928445
2	2	0.7247173497963452
3	2	0.7240875655871127
4	2	0.7251243236694132
5	2	0.724923537687052
1	5	0.6672214465182114
2	5	0.6660070875370759
3	5	0.6653894467330373
4	5	0.6660872444485898
5	5	0.6650990426550597
1	10	0.519884415943488
2	10	0.5179179994596738
3	10	0.5181887048469711
4	10	0.5183323068439294
5	10	0.5181651373804459
1	20	0.32866623362456127
2	20	0.3280768535896241
3	20	0.3279727725370791
4	20	0.3279903178546512
5	20	0.32796342849783544
1	50	0.16275891072527063
2	50	0.16270560826390512
3	50	0.1626515214876634
4	50	0.16269161660694378
5	50	0.16265309043952136
1	100	0.09015042254706303
2	100	0.09015979240537815
3	100	0.09016262709419778
4	100	0.09013260189493102
5	100	0.09015650689134695
1	200	0.04810924713814299
2	200	0.048081706298709864
3	200	0.04810655401692334
4	200	0.0480912650401269
5	200	0.04811144083618047
1	500	0.0201544087351259
2	500	0.020158806357103657
3	500	0.02015532962469665
4	500	0.020157653762356877
5	500	0.020155310668582286
1	1000	0.010258648717984034
2	1000	0.010257544403484746
3	1000	0.01025717712033603
4	1000	0.010258319943090635
5	1000	0.010256413575968158
1	2000	0.005176743143476671
2	2000	0.005176012065183553
3	2000	0.005176725622018049
4	2000	0.005176644424569091
5	2000	0.0051770801181912195
1	3706	0.0028192985198453877
2	3706	0.002819324078544456
3	3706	0.002819340240051827
4	3706	0.0028193236420499556
5	3706	0.0028193072050814207
