fold	target size	expected intersection ratio in top n
1	0	0.7547835274408257
2	0	0.7554445303328288
3	0	0.7548270992658124
4	0	0.7554325749669405
5	0	0.7563388250856798
1	1	0.7404417543433752
2	1	0.7408788756080787
3	1	0.7404398432564316
4	1	0.7410416615685171
5	1	0.7414182260224528
1	2	0.7248835503762738
2	2	0.7246647341738496
3	2	0.7241688794363236
4	2	0.7249777696478726
5	2	0.7249497282177233
1	5	0.6675159272190292
2	5	0.6662240393305583
3	5	0.6655178661077826
4	5	0.66633016271989
5	5	0.6651521180436665
1	10	0.5202091764292623
2	10	0.518133799150557
3	10	0.5179017177903148
4	10	0.5183213764439266
5	10	0.5181158765357964
1	20	0.32855228452560864
2	20	0.32834695139881925
3	20	0.32800131932859605
4	20	0.32809969980457365
5	20	0.328131301379033
1	50	0.1627729036975221
2	50	0.1626418393133884
3	50	0.16264868394803966
4	50	0.1626445376073815
5	50	0.16262491922720762
1	100	0.09018657218308922
2	100	0.09013941782235194
3	100	0.09012173919672962
4	100	0.09014967840684344
5	100	0.09015288937948185
1	200	0.048090313387148496
2	200	0.04809503076837211
3	200	0.048083746165610924
4	200	0.04809387138348565
5	200	0.04809769229745839
1	500	0.02015424621146026
2	500	0.020154855194757744
3	500	0.020155534047187756
4	500	0.020154639032051804
5	500	0.020149230703237007
1	1000	0.010256218135124366
2	1000	0.010255843474127906
3	1000	0.010258162482804013
4	1000	0.01025803976833196
5	1000	0.010256210870485824
1	2000	0.00517686796303895
2	2000	0.0051767316215253515
3	2000	0.005176750697640848
4	2000	0.005176638864919073
5	2000	0.005176480447027218
1	3706	0.0028192985198453877
2	3706	0.002819324078544456
3	3706	0.002819340240051827
4	3706	0.0028193236420499556
5	3706	0.0028193072050814207
