====================
Dataset: ml1m-nofill
====================

Coverage@10
Target size	iMF (full)	iMF (test)	kNN (full/test)	Normalized kNN (full)	Normalized kNN (test)	Average Rating	Popularity	Random
0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	0.09528459421166469	0.09528459421166469	0.060463521857675805	0.007264273416882845	0.08013384260517106	0.092359409263763	0.092359409263763	0.09528459421166469
2	0.19160270527808623	0.19160270527808623	0.12192842191616253	0.014241984825334902	0.16109301957028938	0.18561069995064633	0.18561069995064633	0.19160270527808623
5	0.4776728334206333	0.4776728334206333	0.3027791370039149	0.034305446102161415	0.4006119692572456	0.46261580379262596	0.46261580379262596	0.4776728334206333
10	0.955475599522757	0.955475599522757	0.6058873506943493	0.06895464123748138	0.801523022006223	0.9257698719439198	0.9257698719439198	0.955475599522757
20	0.999907642576772	0.999907642576772	0.9403797976107853	0.13854610285044786	0.999196998410766	0.999893788963288	0.999893788963288	0.999907642576772
50	1.0	1.0	0.999367351650889	0.32326846111537666	1.0	1.0	1.0	1.0
100	1.0	1.0	1.0	0.4864535627659616	1.0	1.0	1.0	1.0
200	1.0	1.0	1.0	0.6364315177677929	1.0	1.0	1.0	1.0
500	1.0	1.0	1.0	0.8328884540926458	1.0	1.0	1.0	1.0
1000	1.0	1.0	1.0	0.9430063746347281	1.0	1.0	1.0	1.0
2000	1.0	1.0	1.0	0.9899753231665409	1.0	1.0	1.0	1.0
3706	1.0	1.0	1.0	0.9991864980905009	1.0	1.0	1.0	1.0

