fold	target size	recommender system	Coverage@10	nDCG@10	P@10	Recall@10
1	0	Random	3.7306472673008767E-4	2.4126782008057314E-4	2.42492072374557E-4	3.859847172661946E-5
1	0	iMF (full)	3.7306472673008767E-4	3.379137936713831E-4	3.357582540570789E-4	6.29849538635213E-5
1	0	Popularity	3.7306472673008767E-4	3.1295052245440135E-4	3.1710501772057455E-4	6.508445232563867E-5
1	0	Normalized kNN (test)	3.7306472673008767E-4	3.147679322474266E-4	2.9845178138407017E-4	5.555595930525981E-5
1	0	Average Rating	3.7306472673008767E-4	3.0297187976250495E-4	2.9845178138407017E-4	5.555595930525981E-5
1	0	Normalized kNN (full)	3.7306472673008767E-4	3.348038300078449E-4	3.357582540570789E-4	6.29849538635213E-5
1	0	kNN (full/test)	3.7306472673008767E-4	3.0778459653955963E-4	3.171050177205745E-4	5.7332458003974515E-5
1	0	iMF (test)	3.7306472673008767E-4	3.448242228882652E-4	3.357582540570789E-4	6.29849538635213E-5
2	0	Random	7.534375588623093E-4	4.5659097665649737E-4	4.1439065737427014E-4	4.248353933466171E-5
2	0	iMF (full)	7.534375588623093E-4	6.66369017813415E-4	6.404219250329628E-4	7.260161305383939E-5
2	0	Popularity	7.534375588623093E-4	6.294257561925955E-4	6.592578640045206E-4	7.751656592427391E-5
2	0	Normalized kNN (test)	7.534375588623093E-4	5.928664844906033E-4	6.027500470898474E-4	7.009015452429835E-5
2	0	Average Rating	7.534375588623093E-4	5.816236726547832E-4	5.839141081182898E-4	6.883442525952784E-5
2	0	Normalized kNN (full)	7.534375588623093E-4	6.486748743650222E-4	6.215859860614051E-4	7.300322016104077E-5
2	0	kNN (full/test)	7.534375588623093E-4	6.594969516308168E-4	6.592578640045206E-4	7.835371876745426E-5
2	0	iMF (test)	7.534375588623093E-4	6.928807379424667E-4	6.780938029760784E-4	7.67873772697411E-5
3	0	Random	7.585814526834819E-4	3.506250310239976E-4	3.7929072634174094E-4	3.628228157863103E-5
3	0	iMF (full)	7.585814526834819E-4	5.784862118552382E-4	5.689360895126114E-4	5.8136070901393426E-5
3	0	Popularity	7.585814526834819E-4	5.101567094707389E-4	5.689360895126114E-4	5.8536707548281354E-5
3	0	Normalized kNN (test)	7.585814526834819E-4	6.487566058479336E-4	6.258296984638725E-4	6.392396143809754E-5
3	0	Average Rating	7.585814526834819E-4	6.422928411531889E-4	6.258296984638725E-4	6.432459808498547E-5
3	0	Normalized kNN (full)	6.447942347809596E-4	4.8258982095972545E-4	4.7411340792717616E-4	4.758814883117955E-5
3	0	kNN (full/test)	7.585814526834819E-4	5.774498969109394E-4	5.879006258296984E-4	5.9627553821397166E-5
3	0	iMF (test)	7.585814526834819E-4	7.172017584340319E-4	7.016878437322208E-4	7.118889219099166E-5
4	0	Random	8.085708510208206E-4	5.204354049289597E-4	5.45785324439054E-4	1.0580181108837497E-4
4	0	iMF (full)	8.085708510208206E-4	6.902015723137394E-4	6.872852233676975E-4	1.1211827831150546E-4
4	0	Popularity	8.085708510208206E-4	6.289357485458229E-4	6.266424095411361E-4	9.974738071511235E-5
4	0	Normalized kNN (test)	8.085708510208206E-4	7.192391168637314E-4	7.074994946432181E-4	1.0723414785419404E-4
4	0	Average Rating	8.085708510208206E-4	7.149456239117772E-4	7.074994946432181E-4	1.1398997009627589E-4
4	0	Normalized kNN (full)	7.277137659187386E-4	7.235699117434949E-4	6.872852233676975E-4	1.1622417902672814E-4
4	0	kNN (full/test)	8.085708510208206E-4	7.519025797808307E-4	7.277137659187386E-4	1.282896953319219E-4
4	0	iMF (test)	8.085708510208206E-4	7.054640930951502E-4	7.277137659187385E-4	1.2207567860648407E-4
5	0	Random	3.660768761439902E-4	4.728836557740191E-4	2.4405125076266013E-4	3.268543536999913E-4
5	0	iMF (full)	3.660768761439902E-4	5.29402006489494E-4	2.745576571079927E-4	3.304860687411023E-4
5	0	Popularity	3.660768761439902E-4	5.057652905350045E-4	2.4405125076266013E-4	3.268543536999913E-4
5	0	Normalized kNN (test)	3.660768761439902E-4	5.618031871359052E-4	3.050640634533252E-4	3.341177837822133E-4
5	0	Average Rating	3.660768761439902E-4	5.453854893310206E-4	3.050640634533252E-4	3.341177837822133E-4
5	0	Normalized kNN (full)	3.660768761439902E-4	6.101281269066504E-4	3.660768761439902E-4	3.4138121386443536E-4
5	0	kNN (full/test)	3.660768761439902E-4	5.677661855175246E-4	3.3557046979865775E-4	3.3774949882332437E-4
5	0	iMF (test)	3.660768761439902E-4	6.101281269066504E-4	3.660768761439902E-4	3.4138121386443536E-4
1	1	Random	0.09621339302368963	2.2294142898538727E-4	2.2383883603805264E-4	3.294597586707268E-5
1	1	iMF (full)	0.09621339302368963	3.2948128926634857E-4	3.357582540570789E-4	6.29849538635213E-5
1	1	Popularity	0.0957284088789405	3.1295052245440135E-4	3.1710501772057455E-4	6.508445232563867E-5
1	1	Normalized kNN (test)	0.08106696511844806	3.147679322474266E-4	2.9845178138407017E-4	5.555595930525981E-5
1	1	Average Rating	0.0957284088789405	3.0297187976250495E-4	2.9845178138407017E-4	5.555595930525981E-5
1	1	Normalized kNN (full)	0.006192874463719456	3.348038300078449E-4	3.357582540570789E-4	6.29849538635213E-5
1	1	kNN (full/test)	0.055997015482186156	3.0778459653955963E-4	3.171050177205745E-4	5.7332458003974515E-5
1	1	iMF (test)	0.09621339302368963	3.453154437902308E-4	3.357582540570789E-4	6.29849538635213E-5
2	1	Random	0.0964400075343756	3.6207364867445896E-4	3.578828404595969E-4	3.338282224832545E-5
2	1	iMF (full)	0.0964400075343756	6.618060933791737E-4	6.404219250329628E-4	7.260161305383939E-5
2	1	Popularity	0.09595027312111509	6.294257561925955E-4	6.592578640045206E-4	7.751656592427391E-5
2	1	Normalized kNN (test)	0.08187982670936148	5.928664844906033E-4	6.027500470898474E-4	7.009015452429835E-5
2	1	Average Rating	0.09595027312111509	5.816236726547832E-4	5.839141081182898E-4	6.883442525952784E-5
2	1	Normalized kNN (full)	0.006460727067244303	6.486748743650222E-4	6.215859860614051E-4	7.300322016104077E-5
2	1	kNN (full/test)	0.05775098888679601	6.594969516308168E-4	6.592578640045206E-4	7.835371876745426E-5
2	1	iMF (test)	0.0964400075343756	7.005308907419134E-4	6.969297419476361E-4	8.088214661138409E-5
3	1	Random	0.09713635501611986	2.9195085553311725E-4	2.844680447563057E-4	2.6753480019584804E-5
3	1	iMF (full)	0.09713635501611986	5.425153004363913E-4	5.310070168784372E-4	5.391709325842821E-5
3	1	Popularity	0.09681395789872937	5.101567094707389E-4	5.689360895126114E-4	5.8536707548281354E-5
3	1	Normalized kNN (test)	0.08255262658827991	6.487566058479336E-4	6.258296984638725E-4	6.392396143809754E-5
3	1	Average Rating	0.09681395789872937	6.422928411531889E-4	6.258296984638725E-4	6.432459808498547E-5
3	1	Normalized kNN (full)	0.006201403375687465	4.8258982095972545E-4	4.7411340792717616E-4	4.758814883117955E-5
3	1	kNN (full/test)	0.05808837473923763	5.774498969109394E-4	5.879006258296984E-4	5.9627553821397166E-5
3	1	iMF (test)	0.09713635501611986	7.167803288154177E-4	7.016878437322208E-4	7.11114622172565E-5
4	1	Random	0.09652314534061048	5.763425812695156E-4	5.45785324439054E-4	8.120187043085558E-5
4	1	iMF (full)	0.09652314534061048	6.780362690823816E-4	6.872852233676975E-4	1.1211827831150546E-4
4	1	Popularity	0.09448150394178291	6.289357485458229E-4	6.266424095411361E-4	9.974738071511235E-5
4	1	Normalized kNN (test)	0.0813826561552456	7.192391168637314E-4	7.074994946432181E-4	1.0723414785419404E-4
4	1	Average Rating	0.09448150394178291	7.149456239117772E-4	7.074994946432181E-4	1.1398997009627589E-4
4	1	Normalized kNN (full)	0.0072771376591873865	7.235699117434949E-4	6.872852233676975E-4	1.1622417902672814E-4
