target size	recommender system 1	recommender system 2	Coverage@10	nDCG@10	P@10	Recall@10
500	Popularity	kNN (full/test)	0.0	0.9993379675604105	0.9993379675604105	0.9993379675604105
500	Popularity	iMF (test)	0.0	0.9993379675604105	0.9993379675604105	0.9993379675604105
500	Popularity	Random	0.0	0.9993793445878848	0.9993793445878848	0.9993793445878848
500	Popularity	Normalized kNN (full)	0.0	0.9993379675604105	0.9993379675604105	0.9993379675604105
500	Popularity	Normalized kNN (test)	0.0	0.9993793445878848	0.9993793445878848	0.9993793445878848
500	Popularity	Average Rating	0.0	0.9993793445878848	0.9993793445878848	0.9993793445878848
500	Popularity	iMF (full)	0.0	0.9993379675604105	0.9993379675604105	0.9993379675604105
20	Popularity	Random	0.0	0.9993379675604105	0.9993379675604105	0.9993379675604105
20	Popularity	Normalized kNN (test)	0.0	0.9993379675604105	0.9993379675604105	0.9993379675604105
20	Popularity	iMF (full)	0.0	0.9993379675604105	0.9993379675604105	0.9993379675604105
20	Popularity	iMF (test)	0.0	0.9993379675604105	0.9993379675604105	0.9993379675604105
20	Popularity	kNN (full/test)	0.0	0.9993379675604105	0.9993379675604105	0.9993379675604105
20	Popularity	Average Rating	0.0	0.9993379675604105	0.9993379675604105	0.9993379675604105
20	Popularity	Normalized kNN (full)	0.0	0.9993379675604105	0.9993379675604105	0.9993379675604105
20	Random	Normalized kNN (test)	0.0	0.9993379675604105	0.9993379675604105	0.9993379675604105
20	Random	iMF (full)	0.0	0.9993379675604105	0.9993379675604105	0.9993379675604105
20	Random	iMF (test)	0.0	0.9993379675604105	0.9993379675604105	0.9993379675604105
20	Random	kNN (full/test)	0.0	0.9993379675604105	0.9993379675604105	0.9993379675604105
20	Random	Average Rating	0.0	0.9993379675604105	0.9993379675604105	0.9993379675604105
20	Random	Normalized kNN (full)	0.0	0.9993379675604105	0.9993379675604105	0.9993379675604105
50	Popularity	Normalized kNN (full)	0.0	0.9993379675604105	0.9993379675604105	0.9993379675604105
50	Popularity	iMF (full)	0.0	0.9993379675604105	0.9993379675604105	0.9993379675604105
50	Popularity	iMF (test)	0.0	0.9993379675604105	0.9993379675604105	0.9993379675604105
50	Popularity	kNN (full/test)	0.0	0.9993379675604105	0.9993379675604105	0.9993379675604105
50	Popularity	Normalized kNN (test)	0.0	0.9993379675604105	0.9993379675604105	0.9993379675604105
50	Popularity	Random	0.0	0.9993379675604105	0.9993379675604105	0.9993379675604105
50	Popularity	Average Rating	0.0	0.9993379675604105	0.9993379675604105	0.9993379675604105
5	iMF (full)	Normalized kNN (full)	8.275405494869249E-5	0.9993379675604105	0.9993379675604105	0.9993379675604105
5	iMF (full)	Random	8.275405494869249E-5	0.9993379675604105	0.9993379675604105	0.9993379675604105
5	iMF (full)	Normalized kNN (test)	8.275405494869249E-5	0.9993379675604105	0.9993379675604105	0.9993379675604105
5	iMF (full)	Average Rating	8.275405494869249E-5	0.9993379675604105	0.9993379675604105	0.9993379675604105
5	iMF (full)	kNN (full/test)	8.275405494869249E-5	0.9993379675604105	0.9993379675604105	0.9993379675604105
5	iMF (full)	Popularity	8.275405494869249E-5	0.9993379675604105	0.9993379675604105	0.9993379675604105
5	iMF (full)	iMF (test)	8.275405494869249E-5	0.9993379675604105	0.9993379675604105	0.9993379675604105
2000	Normalized kNN (test)	iMF (test)	0.0	0.9994207216153591	0.9994207216153591	0.9994207216153591
2000	Normalized kNN (test)	Popularity	0.0	0.9994207216153591	0.9994207216153591	0.9994207216153591
2000	Normalized kNN (test)	Random	0.0	0.9994207216153591	0.9994207216153591	0.9994207216153591
2000	Normalized kNN (test)	kNN (full/test)	0.0	0.9993379675604105	0.9993379675604105	0.9993379675604105
2000	Normalized kNN (test)	Average Rating	0.0	0.9994207216153591	0.9994207216153591	0.9994207216153591
2000	Normalized kNN (test)	iMF (full)	0.0	0.9993793445878848	0.9993793445878848	0.9993793445878848
2000	Normalized kNN (test)	Normalized kNN (full)	0.0	0.9993793445878848	0.9993793445878848	0.9993793445878848
200	Average Rating	iMF (full)	0.0	0.9993379675604105	0.9993379675604105	0.9993379675604105
200	Average Rating	Popularity	0.0	0.9993379675604105	0.9993379675604105	0.9993379675604105
