target size	recommender system 1	recommender system 2	Coverage@10	nDCG@10	P@10	Recall@10
500	Popularity	kNN (full/test)	NaN	0.023956356381106294	0.0707003677337234	0.2132165372058047
500	Popularity	iMF (test)	NaN	0.2148023255875544	0.42372211279693184	0.7975387678801236
500	Popularity	Random	NaN	5.358683739351287E-4	4.583983634732892E-4	0.015373739539219354
500	Popularity	Normalized kNN (full)	0.0	0.5168006960252667	0.9055332396885281	0.4801211659929633
500	Popularity	Normalized kNN (test)	NaN	0.02897457455262186	0.013325342979332263	0.09814261278323189
500	Popularity	Average Rating	NaN	0.0033064732489604936	0.0029407588595130063	0.04781712670276398
500	Popularity	iMF (full)	NaN	0.1694169569131414	0.32518964997288435	0.4603566703492743
20	Popularity	Random	0.08326451639900469	0.012352043972838902	0.005409581563233496	0.11100531133510072
20	Popularity	Normalized kNN (test)	7.878488944355423E-16	0.40952869567982786	0.7630315183239188	0.3632020398802466
20	Popularity	iMF (full)	0.08326451639900469	0.08889596679552414	0.5371050066449059	0.995829594457441
20	Popularity	iMF (test)	0.08326451639900469	0.007429090425738323	0.02027190983157306	0.056197485758961746
20	Popularity	kNN (full/test)	0.0	0.02868964455582538	0.11384816732701042	0.2931673938831939
20	Popularity	Average Rating	NaN	0.7099658185717961	0.4969171481846548	0.18472516741232758
20	Popularity	Normalized kNN (full)	0.0	0.16708005890484956	0.8252043173096	0.7360339494772677
20	Random	Normalized kNN (test)	6.099136332598353E-16	0.004717598777015608	0.0034641852425828564	0.13915517847910897
20	Random	iMF (full)	NaN	0.0010917542519642137	6.283918915100014E-4	0.10507770720508569
20	Random	iMF (test)	NaN	6.260975095235937E-4	4.666616158825087E-4	0.07551093296609321
20	Random	kNN (full/test)	0.0	0.002090290971785097	7.821761412914228E-4	0.08063712957618747
20	Random	Average Rating	0.08326451639900469	0.01307604830171329	0.007734825651660582	0.17292614861200373
20	Random	Normalized kNN (full)	0.0	0.0055531183369129595	0.005343416047426461	0.10045358707076901
50	Popularity	Normalized kNN (full)	0.0	0.19761096451222926	0.8230685837601323	0.3201161172531277
50	Popularity	iMF (full)	NaN	0.04265683914203299	0.13898577406328094	0.22246996813069964
50	Popularity	iMF (test)	NaN	0.021922969514770723	0.027704875359921177	0.12322491184503148
50	Popularity	kNN (full/test)	1.3337896822172864E-38	0.024019382890760933	0.08326451639900469	0.2015282528471497
50	Popularity	Normalized kNN (test)	NaN	0.5163609953614023	0.1311333770296016	0.1396847258316788
50	Popularity	Random	NaN	4.6433564673828355E-4	5.766349236612554E-4	0.016801348637293177
50	Popularity	Average Rating	NaN	0.1662763844896018	0.07643412484550004	0.09871726064415975
5	iMF (full)	Normalized kNN (full)	0.0	0.8176557981062548	0.8787974213686099	0.7404508427663248
5	iMF (full)	Random	NaN	0.0021888382394033737	0.002630023351171766	0.01731986602642897
5	iMF (full)	Normalized kNN (test)	0.0	0.60738332508278	0.7054652847763029	0.7614099471090355
5	iMF (full)	Average Rating	2.5148525079143013E-185	0.8978091535363998	0.7316082826915402	0.3426056477626248
5	iMF (full)	kNN (full/test)	0.0	0.3351975553186065	0.16151782869500508	0.17456073089104907
5	iMF (full)	Popularity	2.5148525079143013E-185	0.3455543066230744	0.6547301977179163	0.8085903065244651
5	iMF (full)	iMF (test)	NaN	0.023965818351443978	0.0373703635710965	0.01782409957148507
2000	Normalized kNN (test)	iMF (test)	NaN	9.135989931472191E-4	9.397685965890439E-4	0.0014332989740036446
2000	Normalized kNN (test)	Popularity	NaN	0.01097746612502783	0.00761655349037034	0.03646007247319127
2000	Normalized kNN (test)	Random	NaN	0.0076657994387556395	0.004325844300153352	0.0028920891540149345
2000	Normalized kNN (test)	kNN (full/test)	NaN	5.988578991102224E-4	6.051086258058944E-4	0.030921917711958864
2000	Normalized kNN (test)	Average Rating	NaN	0.0020653437010637646	0.0013189275079143045	0.0029072397727997173
2000	Normalized kNN (test)	iMF (full)	NaN	0.004499798600463811	0.005085970108852818	0.05584793360149552
2000	Normalized kNN (test)	Normalized kNN (full)	1.946061135019331E-170	0.00398593186186211	9.10224054172183E-4	0.0017638067982320214
200	Average Rating	iMF (full)	NaN	0.0015295291555591753	0.004315049664936174	0.1051719222969344
200	Average Rating	Popularity	NaN	0.01384641940512757	0.012459209580929416	0.07604622009303592
200	Average Rating	iMF (test)	NaN	5.253754175945101E-4	7.905937427480561E-4	0.005079091774986702
200	Average Rating	Random	NaN	0.017445998076388053	0.011814701779373028	0.8125492512155107
200	Average Rating	Normalized kNN (full)	0.0	0.0018467826583832326	0.0049346310276800545	0.050724991152684695
200	Average Rating	kNN (full/test)	NaN	8.083929923305311E-4	0.001178738881225293	0.035915764249814644
200	Average Rating	Normalized kNN (test)	NaN	0.004040411981360533	0.0064828705686174526	0.024809209170010286
20	Normalized kNN (test)	iMF (full)	6.099136332598353E-16	0.3335309786988835	0.745610143128244	0.4138687604483222
20	Normalized kNN (test)	iMF (test)	6.099136332598353E-16	0.018423018094441503	0.009526026926700763	0.060024358451671096
20	Normalized kNN (test)	kNN (full/test)	0.0	0.29366455413235004	0.2672662483889383	0.24151624834420404
20	Normalized kNN (test)	Average Rating	7.878488944355423E-16	0.012158652793782905	0.05934497710739073	0.13560198195855333
20	Normalized kNN (test)	Normalized kNN (full)	0.0	0.5620630883119411	1.0	0.4123418979585374
3706	iMF (full)	kNN (full/test)	NaN	0.10467102919693017	0.034805746395698035	0.1692157253583969
3706	iMF (full)	Average Rating	NaN	7.740873275074539E-4	9.275667651154746E-4	0.002388003107683189
