target size	recommender system 1	recommender system 2	Coverage@10	nDCG@10	P@10	Recall@10
500	Popularity	kNN (full/test)	1.0	0.9993379675604105	0.9994620986428335	0.9994620986428335
500	Popularity	iMF (test)	1.0	0.9993379675604105	0.9994620986428335	0.9994620986428335
500	Popularity	Random	1.0	0.9993793445878848	0.9993793445878848	0.9993793445878848
500	Popularity	Normalized kNN (full)	1.0	0.9993379675604105	0.9994620986428335	0.9994620986428335
500	Popularity	Normalized kNN (test)	1.0	0.9993793445878848	0.9993793445878848	0.9993793445878848
500	Popularity	Average Rating	1.0	0.9993793445878848	0.9994620986428335	0.9994620986428335
500	Popularity	iMF (full)	1.0	0.9993379675604105	0.9994620986428335	0.9994620986428335
20	Popularity	Random	1.0	0.9993379675604105	0.9993379675604105	0.9993379675604105
20	Popularity	Normalized kNN (test)	1.0	0.9993379675604105	0.9995034756703078	0.9995034756703078
20	Popularity	iMF (full)	1.0	0.9993793445878848	0.9995448526977821	0.9995448526977821
20	Popularity	iMF (test)	1.0	0.9994207216153591	0.9995448526977821	0.9995448526977821
20	Popularity	kNN (full/test)	1.0	0.9994207216153591	0.9995448526977821	0.9995448526977821
20	Popularity	Average Rating	1.0	0.9993379675604105	0.9995448526977821	0.9995448526977821
20	Popularity	Normalized kNN (full)	1.0	0.9993379675604105	0.9994620986428335	0.9994620986428335
20	Random	Normalized kNN (test)	1.0	0.9993379675604105	0.9993793445878848	0.9993793445878848
20	Random	iMF (full)	1.0	0.9993379675604105	0.9994207216153591	0.9994207216153591
20	Random	iMF (test)	1.0	0.9993379675604105	0.9993379675604105	0.9993379675604105
20	Random	kNN (full/test)	1.0	0.9993379675604105	0.9993379675604105	0.9993379675604105
20	Random	Average Rating	1.0	0.9993379675604105	0.9994207216153591	0.9994207216153591
20	Random	Normalized kNN (full)	1.0	0.9993379675604105	0.9993793445878848	0.9993793445878848
50	Popularity	Normalized kNN (full)	1.0	0.9993379675604105	0.9994207216153591	0.9994207216153591
50	Popularity	iMF (full)	1.0	0.9994207216153591	0.9995448526977821	0.9995448526977821
50	Popularity	iMF (test)	1.0	0.9994207216153591	0.9995034756703078	0.9995034756703078
50	Popularity	kNN (full/test)	1.0	0.9994207216153591	0.9995034756703078	0.9995034756703078
50	Popularity	Normalized kNN (test)	1.0	0.9993379675604105	0.9994620986428335	0.9994620986428335
50	Popularity	Random	1.0	0.9993379675604105	0.9993793445878848	0.9993793445878848
50	Popularity	Average Rating	1.0	0.9993379675604105	0.9993793445878848	0.9993793445878848
