target size	recommender system 1	recommender system 2	Coverage@10	nDCG@10	P@10	Recall@10
500	Popularity	kNN (full/test)	NaN	0.018575909512857567	0.06870267494328391	0.21103261923035277
500	Popularity	iMF (test)	NaN	0.25020082406417943	0.18542756326643828	0.49701166163564314
500	Popularity	Random	NaN	3.773707920824005E-4	4.6186801201093846E-4	0.014886786681019464
500	Popularity	Normalized kNN (full)	NaN	0.36012536227575087	0.5737561042278789	0.471648060710825
500	Popularity	Normalized kNN (test)	NaN	0.01970232275895442	0.008046676126118136	0.11406791085957424
500	Popularity	Average Rating	NaN	8.444129762988937E-4	0.0011487347349104576	0.04238946080314718
500	Popularity	iMF (full)	NaN	0.2860149681772818	0.5919300590681906	0.5510851153817302
20	Popularity	Random	NaN	0.002588775070964063	0.0012477502711066588	0.031942147738676624
20	Popularity	Normalized kNN (test)	NaN	0.6268609819498123	0.7388901988090958	0.5137789767156926
20	Popularity	iMF (full)	NaN	0.14395597755537148	0.5900243094540343	0.5764892570104421
20	Popularity	iMF (test)	NaN	0.021053084182149264	0.029453461996570413	0.03007993267321514
20	Popularity	kNN (full/test)	NaN	0.05912462988274895	0.1824279691154509	0.3482861385827526
20	Popularity	Average Rating	NaN	0.5814230937405701	0.3778326012463302	0.16932040521831815
20	Popularity	Normalized kNN (full)	NaN	0.26541886315608965	0.46019232631008644	0.47974349176544084
20	Random	Normalized kNN (test)	NaN	0.001375437557037805	0.0010053161294838067	0.032335581959517204
20	Random	iMF (full)	NaN	5.419929174183497E-4	7.446166339675377E-4	0.025639613572371423
20	Random	iMF (test)	NaN	2.6329974509964744E-4	2.677788007496899E-4	0.01598778680039915
20	Random	kNN (full/test)	NaN	4.5888676921180925E-4	2.885364302286976E-4	0.019396216501697136
20	Random	Average Rating	NaN	0.0025952034178843924	0.0019653539598155434	0.061370298565926414
20	Random	Normalized kNN (full)	NaN	3.8772668006863907E-4	6.535574483874555E-4	0.022480518489812727
50	Popularity	Normalized kNN (full)	NaN	0.10690758206677886	0.47330084237876635	0.25400733083376625
50	Popularity	iMF (full)	NaN	0.06797783494685662	0.27430778701738057	0.2317355134656044
50	Popularity	iMF (test)	NaN	0.004820200301488088	0.007287816400851228	0.11041357734386725
50	Popularity	kNN (full/test)	NaN	0.032255128388125054	0.11608513575201662	0.19688922994752112
50	Popularity	Normalized kNN (test)	NaN	0.9224793901476894	0.28505866133061564	0.1437090910683767
50	Popularity	Random	NaN	0.002740179666211651	9.9055732032224E-4	0.022893455333834748
50	Popularity	Average Rating	NaN	0.22283968341761895	0.0844691067517882	0.14359473145865875
5	iMF (full)	Normalized kNN (full)	NaN	0.654120355359769	0.745610143128244	0.4381667071712755
5	iMF (full)	Random	NaN	0.0012847443787406812	0.0013368573147451443	0.0029258200678098415
5	iMF (full)	Normalized kNN (test)	NaN	0.8163347658073434	0.8083708729224166	0.3650119147072396
5	iMF (full)	Average Rating	NaN	0.50353050667414	0.46522020646974793	0.2528191985802073
5	iMF (full)	kNN (full/test)	NaN	0.5021534965141891	0.414227445481249	0.29296953524349156
5	iMF (full)	Popularity	NaN	0.12659017301771613	0.27333061010419024	0.4158324828850407
5	iMF (full)	iMF (test)	NaN	0.010316926405626129	0.022164825250034218	0.009694902576388926
2000	Normalized kNN (test)	iMF (test)	NaN	0.004636698746131186	0.006446810179108046	0.00731097919326456
2000	Normalized kNN (test)	Popularity	NaN	0.01757956960509487	0.018955006362922976	0.03063287868153191
2000	Normalized kNN (test)	Random	NaN	0.002892407668636514	0.002178982498724424	0.0016897100605555832
2000	Normalized kNN (test)	kNN (full/test)	NaN	0.0010248533660556119	0.0011899830215925896	0.036102871689137644
2000	Normalized kNN (test)	Average Rating	NaN	0.0010224515791302684	0.0011340095257670324	0.001778015054559636
2000	Normalized kNN (test)	iMF (full)	NaN	0.01988327964219045	0.03200482990467783	0.03180233680697045
2000	Normalized kNN (test)	Normalized kNN (full)	NaN	0.011344487081144827	0.008038058351376576	0.01505714368459084
200	Average Rating	iMF (full)	NaN	0.001978849082480287	0.00408895187074842	0.10229682553844355
