====================
Dataset: ml1m-nofill
====================

Coverage@10
Target size	iMF (full)	iMF (test)	kNN (full/test)	Normalized kNN (full)	Normalized kNN (test)	Average Rating	Popularity	Random
0	0.7269205298013245	0.7269205298013245	0.7194172185430464	0.5575629139072846	0.7263013245033113	0.7268576158940396	0.7268576158940396	0.7269205298013245
1	0.7763576158940396	0.7763576158940396	0.7427218543046358	0.5588509933774833	0.7665132450331126	0.7761556291390728	0.7761556291390728	0.7763576158940396
2	0.8225033112582782	0.8225033112582782	0.7655033112582781	0.5602615894039735	0.8040596026490066	0.8221688741721854	0.8221688741721854	0.8225033112582782
5	0.9342781456953642	0.9342781456953642	0.8251854304635762	0.5643708609271523	0.9002086092715231	0.9336887417218543	0.9336887417218543	0.9342781456953642
10	0.9998841059602649	0.9998841059602649	0.9010629139072848	0.5707417218543046	0.9859271523178809	0.9998245033112582	0.9998245033112582	0.9998841059602649
20	1.0	1.0	0.9732284768211921	0.5832615894039735	0.9999867549668874	1.0	1.0	1.0
50	1.0	1.0	0.9995165562913908	0.6153079470198676	1.0	1.0	1.0	1.0
100	1.0	1.0	1.0	0.6598543046357616	1.0	1.0	1.0	1.0
200	1.0	1.0	1.0	0.7259139072847682	1.0	1.0	1.0	1.0
500	1.0	1.0	1.0	0.8452119205298013	1.0	1.0	1.0	1.0
1000	1.0	1.0	1.0	0.9305397350993377	1.0	1.0	1.0	1.0
2000	1.0	1.0	1.0	0.9830066225165563	1.0	1.0	1.0	1.0
3706	1.0	1.0	1.0	0.9981953642384106	1.0	1.0	1.0	1.0

