====================
Dataset: ml1m/young
====================

P@10
Target size	iMF (full)	iMF (test)	kNN (full/test)	Normalized kNN (full)	Normalized kNN (test)	Average Rating	Popularity	Random
0	0.6016216216216217	0.6143243243243243	0.6078378378378378	0.5927927927927927	0.6145945945945945	0.6047747747747747	0.5743243243243243	0.526936936936937
1	0.6024324324324325	0.6063063063063063	0.6037837837837838	0.583963963963964	0.6057657657657657	0.5890990990990991	0.5690090090090091	0.5072972972972972
2	0.598018018018018	0.5980180180180181	0.5999099099099099	0.5767567567567566	0.5994594594594596	0.5732432432432433	0.5631531531531531	0.48288288288288295
5	0.5882882882882884	0.5831531531531532	0.5880180180180181	0.5490990990990992	0.5749549549549549	0.527927927927928	0.5472072072072073	0.43819819819819816
10	0.572972972972973	0.5552252252252252	0.5723423423423423	0.5202702702702702	0.5393693693693693	0.4563063063063063	0.5242342342342342	0.35153153153153155
20	0.5581081081081081	0.517927927927928	0.5494594594594595	0.48774774774774776	0.4858558558558558	0.34783783783783784	0.4917117117117117	0.2669369369369369
50	0.5213513513513515	0.4358558558558559	0.5068468468468469	0.4526126126126126	0.3601801801801802	0.2137837837837838	0.434054054054054	0.17189189189189188
100	0.481981981981982	0.340990990990991	0.4627927927927928	0.41306306306306306	0.2593693693693694	0.13486486486486488	0.3718918918918919	0.09945945945945947
200	0.43369369369369365	0.24855855855855857	0.4097297297297297	0.36495495495495495	0.16684684684684686	0.07855855855855856	0.31171171171171175	0.058648648648648646
500	0.3563963963963964	0.13657657657657657	0.3232432432432432	0.26909909909909907	0.07324324324324324	0.03972972972972973	0.23162162162162164	0.024954954954954957
1000	0.28576576576576584	0.08135135135135134	0.25963963963963965	0.18603603603603605	0.0327927927927928	0.023243243243243242	0.1744144144144144	0.015495495495495499
2000	0.22612612612612612	0.04171171171171171	0.20180180180180182	0.1137837837837838	0.015315315315315315	0.01603603603603604	0.12819819819819822	0.00855855855855856
2650	0.20216216216216215	0.02792792792792793	0.1807207207207207	0.09297297297297298	0.011711711711711712	0.014594594594594593	0.11342342342342344	0.006756756756756757

Recall@10
Target size	iMF (full)	iMF (test)	kNN (full/test)	Normalized kNN (full)	Normalized kNN (test)	Average Rating	Popularity	Random
0	0.6686104532051889	0.6797570367223219	0.6726456300895748	0.6600959487784956	0.6818338500093801	0.6760575162348555	0.6559600968716841	0.6246267041961144
1	0.6670344535434545	0.6714386577692288	0.667534583360881	0.6478630718340663	0.6733114192977917	0.6620640421040602	0.649553033846974	0.6062535850524305
