====================
Dataset: ml100k/young
====================

P@10
Target size	iMF (full)	iMF (test)	kNN (full/test)	Normalized kNN (full)	Normalized kNN (test)	Average Rating	Popularity	Random
0	0.5018518518518519	0.5018518518518519	0.5144444444444445	0.495925925925926	0.5025925925925925	0.5033333333333333	0.4974074074074074	0.44370370370370366
1	0.497037037037037	0.4955555555555556	0.5092592592592593	0.4881481481481481	0.49481481481481476	0.49074074074074064	0.48962962962962964	0.44333333333333336
2	0.48962962962962964	0.49444444444444446	0.5	0.4792592592592593	0.4874074074074074	0.4796296296296297	0.4840740740740741	0.41962962962962963
5	0.4699999999999999	0.47074074074074074	0.4840740740740741	0.46185185185185185	0.4670370370370369	0.44333333333333336	0.45925925925925926	0.3807407407407407
10	0.45518518518518525	0.45	0.4622222222222222	0.4188888888888888	0.4381481481481481	0.37333333333333335	0.4311111111111111	0.2959259259259259
20	0.42407407407407405	0.4192592592592592	0.4203703703703704	0.3877777777777778	0.3874074074074074	0.2840740740740741	0.39555555555555555	0.23111111111111113
50	0.37703703703703706	0.36037037037037034	0.3711111111111111	0.34629629629629627	0.29444444444444445	0.18333333333333332	0.32592592592592595	0.1337037037037037
100	0.3388888888888889	0.29888888888888887	0.317037037037037	0.30666666666666664	0.20185185185185187	0.1433333333333333	0.27370370370370367	0.07703703703703704
200	0.29185185185185186	0.23703703703703702	0.2611111111111111	0.24518518518518517	0.1348148148148148	0.10037037037037037	0.2074074074074074	0.04296296296296297
500	0.22037037037037038	0.15851851851851856	0.19703703703703704	0.15592592592592594	0.06407407407407407	0.06037037037037037	0.15333333333333335	0.023703703703703706
1012	0.17407407407407408	0.09925925925925926	0.15666666666666668	0.10259259259259261	0.034074074074074076	0.04666666666666667	0.11592592592592592	0.013703703703703708

Recall@10
Target size	iMF (full)	iMF (test)	kNN (full/test)	Normalized kNN (full)	Normalized kNN (test)	Average Rating	Popularity	Random
0	0.7404890843102828	0.7397497560484504	0.7496652221190205	0.731417591938134	0.7418917470676453	0.7415570715435695	0.7396318890747322	0.6957906562411605
1	0.7296268817521738	0.7327523862501794	0.7432806087899628	0.7217943088426286	0.7309656875304745	0.7233797293384495	0.7286729056713044	0.686224780491312
2	0.7174416085057549	0.7272713003405709	0.728004103999728	0.711556983005687	0.7215168406531379	0.7108044997213446	0.7212141626803129	0.6638269807894744
5	0.6921142578336044	0.7033343337488229	0.7062310144864139	0.6715840513753193	0.6842693320360467	0.6631540836472196	0.6887385295373669	0.6005591464071486
10	0.6535263563666037	0.6551272129609558	0.6644469908875111	0.5949700607263861	0.6383468581704042	0.536127733385462	0.6285133590457521	0.4277228665649401
20	0.6023165655184498	0.5958314026997665	0.5971352975829227	0.5362080088283556	0.556354438276383	0.36362440890774556	0.5695415775153759	0.2841091112973549
