====================
Dataset: ml1m
====================

nDCG@10
Target size	iMF (full)	iMF (test)	kNN (full/test)	Normalized kNN (full)	Normalized kNN (test)	Average Rating	Popularity	Random
Target size	iMF (full)	iMF (test)	kNN (full/test)	Normalized kNN (full)	Normalized kNN (test)	Average Rating	Popularity	Random
0	0.5758530933751839	0.5815485087273922	0.5720457636386957	0.5564146036548171	0.576992812245307	0.5718063330021307	0.5482532537586259	0.5328829722094642
1	0.5686706163920429	0.5748345862695105	0.5639222084684037	0.5314956713086767	0.5563286712714155	0.5336623753715193	0.5344579347704816	0.484043329318288
2	0.5622492387191931	0.5691147505869625	0.55725381507093	0.5112196416604528	0.5378376481884855	0.5032115213229804	0.5235605073623992	0.4498061025598081
5	0.5458539828415571	0.5531488799207763	0.5397252582902963	0.46949726378997525	0.49261594588446644	0.43595686733419087	0.49554228054092625	0.37333145731818884
10	0.5222398304882031	0.5286721671695742	0.5138273571855585	0.4054331290016037	0.43054202438008266	0.34935847396907915	0.45503527947499317	0.26739040347700893
20	0.4873163199893916	0.4941237062892025	0.47666495989159835	0.33813102095136827	0.3435558515425498	0.23632299369111703	0.40227689863270044	0.1583481069969704
50	0.4244642691886099	0.4279452298992864	0.4139751830919053	0.27893217001492027	0.1991518502707279	0.10376821332967309	0.3219623250220185	0.073820427574724
100	0.3675128735890999	0.3670558411733827	0.35882489871480167	0.2456576665758922	0.10354140767705397	0.04442519136007614	0.2623279896486329	0.03936638452809464
200	0.30450385767405996	0.29752545313004797	0.29739184003997554	0.21175703465302567	0.04087720716673536	0.01676713182197566	0.20422048466944442	0.020509641253807616
500	0.22342846049085216	0.21072160633089015	0.21624650328461442	0.15996843533265087	0.00966266773832199	0.005700878602293117	0.13524265735912797	0.008097965378359367
1000	0.16761437989937883	0.15214228904842908	0.16115133951838406	0.11167967170980046	0.003516001085572694	0.0015737805518714052	0.09270113462303851	0.0042895192389180905

P@10
Target size	iMF (full)	iMF (test)	kNN (full/test)	Normalized kNN (full)	Normalized kNN (test)	Average Rating	Popularity	Random
0	0.1703925925925926	0.17081111111111114	0.16986296296296297	0.16821481481481482	0.16987407407407407	0.1696222222222222	0.16802592592592594	0.16686296296296296
1	0.1698703703703704	0.1701851851851852	0.1691851851851852	0.16674444444444445	0.1688666666666667	0.16825185185185185	0.16687037037037036	0.16458518518518517
2	0.16927037037037035	0.16962962962962963	0.1683074074074074	0.16445555555555555	0.16776666666666668	0.16664074074074076	0.16555555555555557	0.16203333333333333
5	0.1666925925925926	0.16747037037037038	0.16535185185185183	0.1553	0.16365925925925925	0.15963333333333335	0.1605148148148148	0.14923703703703703
10	0.1606	0.16196296296296295	0.1582185185185185	0.13002592592592593	0.15357037037037038	0.1393037037037037	0.14825555555555553	0.11255555555555556
20	0.15134814814814818	0.1529259259259259	0.14727407407407406	0.1020925925925926	0.13301111111111114	0.10267037037037037	0.13118888888888888	0.06841481481481482
50	0.13344814814814818	0.13497037037037035	0.1295814814814815	0.08022592592592594	0.08576666666666667	0.049914814814814815	0.10592592592592594	0.03284444444444444
100	0.11674814814814816	0.11755925925925928	0.11397407407407407	0.07103703703703704	0.04786666666666667	0.02210740740740741	0.0875	0.01771851851851852
200	0.09837037037037039	0.0973925925925926	0.09618518518518519	0.06526666666666667	0.019385185185185186	0.00841851851851852	0.07051111111111111	0.009292592592592594
500	0.07370740740740742	0.0714037037037037	0.07172222222222221	0.05672592592592592	0.00452962962962963	0.0030703703703703704	0.04898518518518519	0.003762962962962963
1000	0.0565037037037037	0.052688888888888896	0.05440740740740742	0.04293703703703704	0.0016666666666666666	7.88888888888889E-4	0.035055555555555555	0.001948148148148148

Recall@10
Target size	iMF (full)	iMF (test)	kNN (full/test)	Normalized kNN (full)	Normalized kNN (test)	Average Rating	Popularity	Random
0	0.6637905676442359	0.664609749813554	0.6630193983101498	0.6589245756618459	0.6633609883944437	0.6631101658122989	0.6596303890285617	0.6561511282134994
1	0.6626971747404521	0.6634817211148698	0.6617217333570926	0.656221696296684	0.6617376265478974	0.6609654883299847	0.6573608057310842	0.6518277886502292
2	0.6617603708813081	0.6624015977793675	0.6601003146118256	0.6513589788424459	0.6599784450005812	0.6580148511903995	0.6549045956903512	0.6463332341241153
5	0.6558304616633766	0.6577082728793879	0.6536690325670318	0.6280905060082783	0.6519313540691912	0.642954924599664	0.6433379893624892	0.613745332650454
10	0.6364047481335199	0.6415798684337038	0.6303727421432826	0.5310419702117473	0.6244384203874185	0.5761102064888972	0.6018612645395278	0.4695860918168414
20	0.6033375005909016	0.6113086419256495	0.5898335654808964	0.40825817140409215	0.5562887680218503	0.4242988573477972	0.5349556922218813	0.2721782713696682
50	0.5384038250096174	0.5466642461914591	0.5254040798410398	0.3178956405091421	0.36962522550618654	0.19801792398646761	0.43586785438468906	0.12466186834614142
100	0.4741166814557685	0.47976215881954853	0.4664520001739437	0.28157187065330114	0.20901987548278766	0.08421275318464742	0.3621821582184958	0.0650454330417918
200	0.4035302123991304	0.4035217483449266	0.3974736319874805	0.26364945110339144	0.08451047997357414	0.03045986955229264	0.2930350619459202	0.03388860177619228
500	0.30560264552309074	0.30100214624577676	0.29882091581737036	0.23694222103040824	0.018998764132302014	0.011253192590613881	0.20340056894649555	0.013080627944966436
1000	0.23530617052376748	0.22455620156705924	0.22774586428025181	0.1841459374851146	0.0064976114616662	0.0027976274764120192	0.14564295247477968	0.007045600040957134

