fold	target size	expected intersection ratio in top n
3	100	0.08299418758313305
5	100	0.08301500766658233
3	5	0.5194091132136731
3	2000	0.005102418966099193
3	50	0.14400778546037873
4	100	0.0830477238421765
5	5	0.5196873902623786
5	2000	0.005102748015334611
3	200	0.04556009927191321
5	50	0.1439219970000399
3	1	0.6042527649953284
2	100	0.0828132411299503
4	5	0.5225277017509556
4	2000	0.005102932969415316
5	200	0.04552716682599825
4	50	0.14426917407959408
2	200	0.04549220675898215
5	1	0.6023408266515412
1	100	0.08285250171375674
2	5	0.5145161590167505
2	2000	0.00510155011437149
4	200	0.045565122230194384
2	50	0.1434868400244853
1	200	0.04547740286754717
4	1	0.6044951446787292
1	5	0.5148511913570994
1	2000	0.005101488603438275
1	50	0.14369975199413265
2	1	0.5972074753382768
3	20	0.2708786447429241
3	3481	0.0029766569970813422
1	1	0.600181631078654
5	20	0.2705428524890622
5	3481	0.0029766668002704755
3	2	0.5854082906502968
4	20	0.27164854851929954
4	3481	0.002976764526729523
5	2	0.5840705953247002
2	20	0.268994645176916
3	0	0.6205295270551692
2	3481	0.002976501513469471
4	2	0.5869186994570544
1	20	0.26944908240997667
5	0	0.6192443376820133
1	3481	0.0029764232513095987
2	2	0.578846123185616
3	10	0.39964339099891116
4	0	0.6217514699295756
3	1000	0.010053455521226912
1	2	0.5810631354756403
5	10	0.3992236940760374
2	0	0.6149010665905063
5	1000	0.010052756150863556
2	10	0.39578089040261394
4	10	0.4019822827880976
1	0	0.6178407773369724
4	1000	0.01005469116878195
2	1000	0.010049619291717864
1	10	0.39700627266467436
1	1000	0.010049635351442418
3	500	0.019550424761894624
5	500	0.019551798115716106
2	500	0.019539483173166755
4	500	0.01955916080469588
1	500	0.019541047991768465
