fold	target size	expected intersection ratio in top n
5	2	0.7081177543396936
5	50	0.16810642146134386
4	50	0.16621919649858977
2	50	0.1689537203359399
3	50	0.17026040400379916
1	50	0.16815427331434768
1	2	0.7118721081890315
5	20	0.3309148294504413
5	5	0.6458906362140764
5	200	0.05146766462729798
5	1042	0.010459126572376696
3	2	0.7223125884089363
5	500	0.022486015535830343
5	100	0.09418107146023906
2	100	0.09506445045703185
5	10	0.5074377334982129
4	100	0.0944181462985155
5	1	0.7269666865675859
3	100	0.0953911780674527
1	500	0.022464216113220945
1	10	0.5130884129525097
1	100	0.09418558474733027
5	0	0.7384916915251464
3	10	0.5406640585099155
2	20	0.34185492187841804
4	20	0.33500650415951344
1	1042	0.010455458002069866
1	5	0.6471425659659901
3	20	0.3431231913285684
1	20	0.334777327896234
3	500	0.022598747741109974
3	5	0.6747941052799049
2	500	0.022643394752188368
1	200	0.050895439179555156
4	500	0.022332592650572122
3	200	0.05186822665787834
1	1	0.7342434697955276
1	0	0.752563339817683
3	1042	0.010477679324331577
4	2	0.7087905082094247
3	0	0.7517173747165563
3	1	0.737312027382685
2	1042	0.010477283245168962
4	1042	0.010456290269219647
4	10	0.523450406865376
2	200	0.051465635746121036
4	200	0.05097163526201793
4	5	0.6531713613692168
2	2	0.7280009186030458
4	1	0.7320473104076298
4	0	0.7461828911385707
2	10	0.5314629221108026
2	5	0.6650864927742307
2	1	0.7482753615509469
2	0	0.7617902476394783
