fold	target size	expected intersection ratio in top n
3	5	0.6271943645117141
3	1	0.7075808478900905
5	5	0.6173888748047444
5	1	0.691341050827252
4	5	0.6157589033023867
4	1	0.7056564747381616
2	5	0.6215119447624979
2	1	0.7044656151530927
1	5	0.6080161003388647
3	20	0.31045325889753783
1	1	0.6939832706918931
3	1000	0.01034560915421312
3	50	0.15876069897172024
5	20	0.308110387274147
3	2	0.6924566322306133
5	1000	0.010336391501494246
5	50	0.1580606232101751
3	200	0.04808359884320763
2	100	0.0893483178006834
4	20	0.30815874576118524
5	2	0.6752019928650844
4	1000	0.010344738704909089
4	50	0.15776984706491565
5	200	0.04794169253070598
1	100	0.08884841915935736
2	20	0.3088270438163747
4	2	0.6867105012536561
2	1000	0.010344174904333765
5	100	0.08891322996541534
2	50	0.15881020705256818
4	200	0.04795387240464403
1	20	0.30571954942376184
2	2	0.6862841309043423
1	1000	0.010336764748771786
4	100	0.08904157715111602
1	50	0.15726682542996234
2	200	0.048073082959448635
3	10	0.4764197809081992
1	2	0.6750519520632462
3	1534	0.006881765009262451
1	200	0.047972633824800735
5	10	0.472625749856543
3	0	0.7214326349941829
5	1534	0.006879484592477161
4	10	0.4674399593706007
5	0	0.7069586759224022
4	1534	0.006881109502584033
2	10	0.4716313561712183
4	0	0.7208825153311348
2	1534	0.0068819801225711115
1	10	0.46133083325330637
2	0	0.7205088211307495
1	1534	0.0068796587445397305
1	0	0.7095253941835561
3	500	0.020268470640277272
5	500	0.020284782516139216
4	500	0.02026712893194254
2	500	0.02027322576750455
1	500	0.020255946550806852
3	100	0.08934426419787649
