fold	target size	expected intersection ratio in top n
3	100	0.09635709319839292
2	100	0.09614211073986008
3	5	0.6432637246820514
5	100	0.09574734562878295
3	200	0.052089848881919705
2	200	0.052272578728230046
3	20	0.32538305478085217
5	200	0.052050902547385515
3	1000	0.01074532774173053
3	1	0.7070152373655845
3	50	0.16714104965266008
2	50	0.1681767459369732
3	10	0.4993592917002507
5	50	0.1659991594202538
3	1534	0.006881765009262451
3	2	0.6927799393582637
3	0	0.7214326349941829
2	1000	0.010713542545081224
5	1000	0.010721113259433823
3	500	0.021613346068530534
2	1534	0.0068819801225711115
5	1534	0.006879484592477161
1	100	0.09582251648737018
4	100	0.09589038922960924
2	500	0.02164835598852448
5	500	0.021618441735180915
1	200	0.05190113419333073
4	200	0.052200634344266215
2	5	0.634188938685437
5	5	0.6299252356457112
1	50	0.16632299677047638
4	50	0.16618621772850795
4	5	0.631085817592023
4	1	0.7129219396073896
2	20	0.32522200200386714
5	20	0.32117713243565343
1	1000	0.010716269794025774
4	1000	0.010723707848221476
4	20	0.32261878644659
4	2	0.6961663130708686
2	10	0.49414160731138795
1	1534	0.0068796587445397305
5	10	0.49318164611954074
5	1	0.6986986465120778
4	1534	0.006881109502584033
4	10	0.4907400842726483
4	0	0.7208825153311348
2	1	0.7041537738133212
1	500	0.021615431735486662
5	0	0.7069586759224022
5	2	0.6840130740747767
4	500	0.021593867189659808
2	2	0.6950398683102239
1	5	0.6278511292565404
2	0	0.7205088211307495
1	20	0.3209634262990437
1	10	0.4866683501495996
1	1	0.6944151015617821
1	2	0.6769569845148676
1	0	0.7095253941835561
