fold	target size	expected intersection ratio in top n
3	100	0.09567564405475508
2	100	0.09667234045139604
3	200	0.05299522648378138
2	200	0.05298048839224841
5	100	0.09613313247792231
3	50	0.1625865132653348
2	50	0.1639809480969117
5	200	0.0531823616049256
3	1000	0.010889840443250712
2	1000	0.010887753123729022
3	5	0.5619367352716461
5	50	0.16397105964119357
3	1605	0.006615292274980301
2	1605	0.0066144502291948706
1	100	0.09682758005121458
3	20	0.30133789976821207
3	500	0.022291852786481152
5	1000	0.010893022829436808
2	5	0.5590530772264374
3	1	0.6365735322363906
2	500	0.022249572014106975
1	200	0.05321457615040464
3	10	0.44749088521891234
1	5	0.5653288855307975
5	1605	0.006615672852295296
3	0	0.6535230958062732
2	20	0.30072894975222636
3	2	0.6184597811737371
2	1	0.6370406900613915
1	50	0.16411012028702718
1	20	0.30414082810684473
5	500	0.022283214224097313
2	10	0.4394807216451267
4	100	0.09626831283549965
2	2	0.6222455587291288
1	1000	0.010897433894497429
4	5	0.5617164949127071
1	10	0.4434561098149888
4	1000	0.010893453908607693
5	5	0.5645561989485216
4	200	0.05314158173160843
2	0	0.6534183370223058
1	1605	0.006616643487895714
4	20	0.3022041880578881
1	1	0.6390463995355294
4	1605	0.006616118876570608
5	20	0.30379394295757056
4	50	0.1634518654152219
1	500	0.02229647245665524
4	10	0.43923429620022103
1	2	0.6247130716832736
4	500	0.022301343809882017
5	10	0.44232135287885327
4	1	0.6431055457950269
5	1	0.6412540037308946
1	0	0.6548532681785778
5	0	0.6575451551002905
4	2	0.6274462495190922
5	2	0.6234340133602055
4	0	0.6603495137678326
