fold	target size	expected intersection ratio in top n
3	100	0.08719113525319125
5	100	0.08723569988917618
4	100	0.08718976764106807
3	5	0.5566805731684314
2	100	0.08699933808734966
3	1000	0.010366558608067445
5	5	0.5578443209068554
1	100	0.08725215591900662
5	1000	0.010368029447592448
4	5	0.5555785006969711
3	200	0.04754700086135048
4	1000	0.010373603278278213
2	5	0.5536450910353725
5	200	0.04755806779350985
2	1000	0.01036659442067064
1	5	0.5600082424893826
4	200	0.04762682111790613
3	20	0.289227615955418
1	1000	0.010374161630828953
2	200	0.04749110451599844
3	1605	0.006615292274980301
5	20	0.28906045790436274
1	200	0.047627465331617755
4	20	0.288058538319901
5	1605	0.006615672852295296
3	50	0.1520878773732828
2	20	0.28656414349943093
4	1605	0.006616118876570608
5	50	0.15230305371527472
1	20	0.28965219911584916
2	1605	0.0066144502291948706
4	50	0.15227971283339578
3	10	0.4311529928556705
1	1605	0.006616643487895714
2	50	0.15184900509770607
5	10	0.4282907626768389
3	500	0.020246115692718725
1	50	0.15278845194722013
4	10	0.42653802721475587
5	500	0.020251224839237532
2	10	0.4263708172171314
4	500	0.02025483099235884
1	10	0.4301167251328284
2	500	0.020242126476610747
3	1	0.6365920383488192
1	500	0.020256182051790167
5	1	0.6416423667200631
4	1	0.6433211274137218
2	1	0.6368683030069343
1	1	0.6389516892536156
3	2	0.6194027470828589
5	2	0.6236854586847312
4	2	0.6247870145569927
2	2	0.6201990750467257
1	2	0.6227079077183846
3	0	0.6535230958062732
5	0	0.6575451551002905
4	0	0.6603495137678326
2	0	0.6534183370223058
1	0	0.6548532681785778
