====================
Dataset: ml1m-nofill
====================

Coverage@10
Target size	iMF (full)	iMF (test)	kNN (full/test)	Normalized kNN (full)	Normalized kNN (test)	Average Rating	Popularity	Random
0	6.119462930881379E-4	6.119462930881379E-4	6.119462930881379E-4	5.730174324872171E-4	6.119462930881379E-4	6.119462930881379E-4	6.119462930881379E-4	6.119462930881379E-4
1	0.09614604571071994	0.09614604571071994	0.05898548447707672	0.007349674394802866	0.08185597562201564	0.09532576226414774	0.09532576226414774	0.09614604571071994
2	0.19119275172227213	0.19119275172227213	0.11706041798722973	0.014632587818208717	0.16264745464240887	0.18971351192903393	0.18971351192903393	0.19119275172227213
5	0.476965864759838	0.476965864759838	0.2909105067304125	0.03601403078166952	0.40503799789961403	0.4732635711073536	0.4732635711073536	0.476965864759838
10	0.9526351307033065	0.9526351307033065	0.5811815522814735	0.07064370364106567	0.8084223416440919	0.9447998561559127	0.9447998561559127	0.9526351307033065
20	0.9998909387916128	0.9998909387916128	0.9150733330775278	0.14157146733194642	0.9993927985672519	0.9998726349478056	0.9998726349478056	0.9998909387916128
50	1.0	1.0	0.9981750467432935	0.3282961366045946	1.0	1.0	1.0	1.0
100	1.0	1.0	1.0	0.48962979566404297	1.0	1.0	1.0	1.0
200	1.0	1.0	1.0	0.6387169595090595	1.0	1.0	1.0	1.0
500	1.0	1.0	1.0	0.8294514681721152	1.0	1.0	1.0	1.0
1000	1.0	1.0	1.0	0.9363906134718641	1.0	1.0	1.0	1.0
2000	1.0	1.0	1.0	0.9876833715599288	1.0	1.0	1.0	1.0
3706	1.0	1.0	1.0	0.9991295554886876	1.0	1.0	1.0	1.0

