fold	target size	recommender system	Coverage@10	nDCG@10	P@10	Recall@10
1	0	Random	1.8656716417910448E-4	1.436948488666632E-4	1.3059701492537312E-4	5.39657086468484E-6
1	0	iMF (full)	1.8656716417910448E-4	1.7469761414198664E-4	1.6791044776119405E-4	6.9384482545947944E-6
1	0	Popularity	1.8656716417910448E-4	1.3246690948503508E-4	1.3059701492537312E-4	5.39657086468484E-6
1	0	Normalized kNN (test)	1.8656716417910448E-4	1.8656716417910448E-4	1.8656716417910448E-4	7.709386949549771E-6
1	0	Average Rating	1.8656716417910448E-4	1.7194062145920236E-4	1.6791044776119405E-4	6.9384482545947944E-6
1	0	Normalized kNN (full)	1.8656716417910448E-4	1.8656716417910448E-4	1.8656716417910448E-4	7.709386949549771E-6
1	0	kNN (full/test)	1.8656716417910448E-4	1.8656716417910448E-4	1.8656716417910448E-4	7.709386949549771E-6
1	0	iMF (test)	1.8656716417910448E-4	1.8656716417910448E-4	1.8656716417910448E-4	7.709386949549771E-6
2	0	Random	3.758691975192633E-4	3.2023119084212095E-4	3.0069535801541063E-4	1.8780926403517287E-5
2	0	iMF (full)	3.758691975192633E-4	3.6282066868318415E-4	3.570757376433001E-4	2.1615419402816095E-5
2	0	Popularity	3.758691975192633E-4	3.758691975192633E-4	3.758691975192633E-4	2.3476158004396608E-5
2	0	Normalized kNN (test)	3.758691975192633E-4	3.456037233933584E-4	3.38282277767337E-4	2.1128542203956946E-5
2	0	Average Rating	3.758691975192633E-4	3.6113545029530625E-4	3.570757376433001E-4	2.298928080553746E-5
2	0	Normalized kNN (full)	3.758691975192633E-4	3.6282066868318415E-4	3.570757376433001E-4	2.1615419402816095E-5
2	0	kNN (full/test)	3.758691975192633E-4	3.620815782560872E-4	3.570757376433001E-4	2.1615419402816095E-5
2	0	iMF (test)	3.758691975192633E-4	3.0672406366969877E-4	3.194888178913738E-4	1.9267803602376436E-5
3	0	Random	3.800836183960471E-4	1.534226145962933E-4	1.7103762827822122E-4	2.129295173764957E-5
3	0	iMF (full)	3.800836183960471E-4	3.6390286627867335E-4	3.610794374762448E-4	4.5509623616807195E-5
3	0	Popularity	3.800836183960471E-4	3.051130303343255E-4	2.8506271379703536E-4	3.582295486514415E-5
3	0	Normalized kNN (test)	3.800836183960471E-4	3.651846695213464E-4	3.610794374762448E-4	4.651372952399179E-5
3	0	Average Rating	3.800836183960471E-4	3.554019362118319E-4	3.4207525655644244E-4	4.359000938248373E-5
3	0	Normalized kNN (full)	3.800836183960471E-4	3.679930087041141E-4	3.610794374762448E-4	4.651372952399179E-5
3	0	kNN (full/test)	3.800836183960471E-4	3.5917029966760927E-4	3.610794374762448E-4	4.651372952399179E-5
3	0	iMF (test)	3.800836183960471E-4	3.554019362118319E-4	3.4207525655644244E-4	4.4594115289668315E-5
4	0	Random	4.0404040404040404E-4	3.511498839945302E-4	3.434343434343434E-4	1.682658803200329E-5
4	0	iMF (full)	4.0404040404040404E-4	4.0404040404040404E-4	4.0404040404040404E-4	1.8853546580700968E-5
4	0	Popularity	4.0404040404040404E-4	3.505817731863761E-4	3.4343434343434346E-4	1.6292539073064974E-5
4	0	Normalized kNN (test)	4.0404040404040404E-4	4.0404040404040404E-4	4.0404040404040404E-4	1.8853546580700968E-5
