target size	recommender system 1	recommender system 2	Coverage@10	nDCG@10	P@10	Recall@10
500	Popularity	kNN (full/test)	NaN	0.10721138237521011	0.0736376735356035	0.1998386849689151
500	Popularity	iMF (test)	NaN	0.38919635999965374	0.7150087384171447	0.26414405948301933
500	Popularity	Random	NaN	0.008887680461853792	0.00871680342085986	0.03012531539240473
500	Popularity	Normalized kNN (full)	0.0	0.2125946089926548	0.5637136200063806	0.24910339871290788
500	Popularity	Normalized kNN (test)	NaN	0.08465267785090735	0.10829519305164947	0.09455941146117575
500	Popularity	Average Rating	NaN	0.0587235768454003	0.0573645757314813	0.05339442231448301
500	Popularity	iMF (full)	NaN	0.3937840376772861	0.4142274473464066	0.5358176576698677
20	Popularity	Random	0.05878022622612636	0.019791246501010062	0.03254095880502936	0.07194987687734117
20	Popularity	Normalized kNN (test)	5.257772857864641E-12	0.5655390122432855	0.28885372065928727	0.27105716429185045
20	Popularity	iMF (full)	0.05878022622612636	0.09519150177698721	0.11718715465212448	0.26636751313661367
20	Popularity	iMF (test)	0.05878022622612636	0.6378024698556252	0.30349337540814403	0.2700273966250193
20	Popularity	kNN (full/test)	0.0	0.04315796365513881	0.04108476961960036	0.21839998385581982
20	Popularity	Average Rating	NaN	0.24378865639453462	0.13361741746932299	0.2800706193197249
20	Popularity	Normalized kNN (full)	0.0	0.05633366335562795	0.07054521368042077	0.25648197044249077
20	Random	Normalized kNN (test)	7.949954684341139E-12	0.010980888436249225	0.012858116008671072	0.16010390857509027
20	Random	iMF (full)	NaN	0.008927155623752491	0.007589434352939311	0.17912249737969643
20	Random	iMF (test)	NaN	0.01142630797733022	0.011134284761031505	0.1595478412877217
20	Random	kNN (full/test)	0.0	0.008699156833809939	0.009020716823208083	0.13911337453876993
20	Random	Average Rating	0.05878022622612636	0.008872270882802825	0.00952869867317452	0.16312291974497928
20	Random	Normalized kNN (full)	0.0	0.008910832903069262	0.008506370208040705	0.17453912873799893
50	Popularity	Normalized kNN (full)	0.0	0.10831022036683036	0.07185993217655268	0.1769733646912972
50	Popularity	iMF (full)	NaN	0.229329110006817	0.20083147643882537	0.2055598643386285
