fold	target size	recommender system	Coverage@10	nDCG@10	P@10	Recall@10
1	0	kNN (k=1000)	0.725480132450331	0.8174306087876535	0.5045198675496689	0.7483162465271327
1	0	iMF (k=50, lambda=10.0, alpha=1.0)	0.725480132450331	0.822629623028162	0.5097019867549669	0.74988040719648
1	0	kNN (k=500)	0.725480132450331	0.8192877227501469	0.5059933774834436	0.7489384538503816
1	0	kNN (k=100)	0.725480132450331	0.8222330369847252	0.5087251655629139	0.7501416880427996
1	0	iMF (k=50, lambda=10.0, alpha=10.0)	0.725480132450331	0.8317087647049526	0.5156622516556292	0.7550293174152339
1	0	Normalized kNN (k=5000, min=3)	0.725480132450331	0.8305562368992372	0.5150496688741723	0.7571559784092392
1	0	iMF (k=50, lambda=0.1, alpha=10.0)	0.725480132450331	0.8312174284138651	0.5161092715231789	0.7552819628647014
1	0	kNN (k=900)	0.725480132450331	0.8179278257374969	0.504817880794702	0.7486973139645111
1	0	Normalized kNN (k=60, min=3)	0.725480132450331	0.8304387147237675	0.5158112582781457	0.7556066470086957
1	0	kNN (k=2000)	0.725480132450331	0.814144305059882	0.5027980132450331	0.7471647157497819
1	0	Normalized kNN (k=30, min=3)	0.725480132450331	0.8246002214706353	0.5122847682119205	0.7521439365253753
1	0	Normalized kNN (k=400, min=3)	0.725480132450331	0.8369727527064243	0.5183774834437086	0.7593585350145741
1	0	iMF (k=5, lambda=10.0, alpha=100.0)	0.725480132450331	0.8432568882845497	0.5231622516556291	0.7617658914522378
1	0	Random	0.725480132450331	0.7144516233408748	0.4451324503311258	0.7065436798879651
1	0	kNN (k=10)	0.725480132450331	0.8118300577274774	0.5035927152317881	0.7449339628494381
1	0	iMF (k=50, lambda=1.0, alpha=100.0)	0.725480132450331	0.8240984106054448	0.5141225165562914	0.753503253125817
1	0	kNN (k=30)	0.725480132450331	0.8195886473177095	0.5084437086092716	0.749519075742198
1	0	kNN (k=50)	0.725480132450331	0.8218752584039997	0.50908940397351	0.7501563654502609
1	0	Normalized kNN (k=2000, min=3)	0.725480132450331	0.832506510166181	0.5161258278145695	0.7579518094001686
1	0	iMF (k=5, lambda=1.0, alpha=1.0)	0.725480132450331	0.8126671152252855	0.5020033112582781	0.7452792882620607
1	0	iMF (k=10, lambda=10.0, alpha=100.0)	0.725480132450331	0.8480518311800448	0.5277980132450332	0.7649714827809105
1	0	kNN (k=70)	0.725480132450331	0.8223788257542574	0.5091721854304636	0.7503989285296366
1	0	iMF (k=5, lambda=1.0, alpha=100.0)	0.725480132450331	0.8431690659072646	0.5231125827814569	0.7614978245515902
1	0	iMF (k=5, lambda=10.0, alpha=10.0)	0.725480132450331	0.8288031527334115	0.5127483443708609	0.7532594768147381
1	0	kNN (k=90)	0.725480132450331	0.8221733620215027	0.5089735099337748	0.7504869187969102
1	0	Normalized kNN (k=700, min=3)	0.725480132450331	0.8355091703998265	0.5178476821192053	0.7590554804604038
1	0	Normalized kNN (k=90, min=3)	0.725480132450331	0.8329575472146216	0.5167218543046358	0.7570690135196649
1	0	Normalized kNN (k=800, min=3)	0.725480132450331	0.8349557445176038	0.5173344370860927	0.758683525079779
1	0	iMF (k=5, lambda=0.1, alpha=1.0)	0.725480132450331	0.8140322857469207	0.5026324503311258	0.7458042062720829
1	0	kNN (k=600)	0.725480132450331	0.8186565641109667	0.5058774834437086	0.7491285748393542
1	0	iMF (k=10, lambda=0.1, alpha=100.0)	0.725480132450331	0.8483869154412531	0.5275496688741722	0.7646282326504852
1	0	kNN (k=200)	0.725480132450331	0.8208100656770512	0.5077814569536424	0.749621185420834
1	0	Normalized kNN (k=3000, min=3)	0.725480132450331	0.8314392670658687	0.5156125827814569	0.7575989534727673
1	0	iMF (k=5, lambda=0.1, alpha=100.0)	0.725480132450331	0.8435634259989959	0.5231622516556291	0.7619642842640634
