target size	recommender system 1	recommender system 2	Coverage@10	nDCG@10	P@10	Recall@10
500	Popularity	kNN (full/test)	1.0	0.14096026490066224	0.3485430463576159	0.3485430463576159
500	Popularity	iMF (test)	1.0	0.16152317880794703	0.37288079470198676	0.37288079470198676
500	Popularity	Random	1.0	0.24937086092715233	0.270794701986755	0.270794701986755
500	Popularity	Normalized kNN (full)	0.6864900662251656	0.1478476821192053	0.35413907284768215	0.35413907284768215
500	Popularity	Normalized kNN (test)	1.0	0.23231788079470198	0.38728476821192054	0.38728476821192054
500	Popularity	Average Rating	1.0	0.23698675496688743	0.32304635761589406	0.32304635761589406
500	Popularity	iMF (full)	1.0	0.10887417218543047	0.2636092715231788	0.2636092715231788
20	Popularity	Random	1.0	0.05788079470198675	0.16801324503311257	0.16801324503311257
20	Popularity	Normalized kNN (test)	0.9999006622516556	0.091158940397351	0.44579470198675497	0.44579470198675497
20	Popularity	iMF (full)	1.0	0.11768211920529802	0.4747350993377483	0.4747350993377483
20	Popularity	iMF (test)	1.0	0.11960264900662251	0.5012913907284768	0.5012913907284768
20	Popularity	kNN (full/test)	0.9	0.14009933774834438	0.5356953642384106	0.5356953642384106
20	Popularity	Average Rating	1.0	0.07940397350993378	0.38937086092715234	0.38937086092715234
20	Popularity	Normalized kNN (full)	0.38	0.10301324503311259	0.31927152317880797	0.31927152317880797
20	Random	Normalized kNN (test)	0.9999006622516556	0.06019867549668874	0.1844039735099338	0.1844039735099338
20	Random	iMF (full)	1.0	0.05582781456953642	0.13463576158940396	0.13463576158940396
20	Random	iMF (test)	1.0	0.053211920529801324	0.13311258278145696	0.13311258278145696
20	Random	kNN (full/test)	0.9	0.054437086092715234	0.13672185430463576	0.13672185430463576
20	Random	Average Rating	1.0	0.06682119205298014	0.21142384105960266	0.21142384105960266
20	Random	Normalized kNN (full)	0.38	0.09463576158940397	0.2229139072847682	0.2229139072847682
50	Popularity	Normalized kNN (full)	0.41360927152317883	0.11036423841059603	0.3423841059602649	0.3423841059602649
50	Popularity	iMF (full)	1.0	0.09698675496688741	0.36993377483443707	0.36993377483443707
50	Popularity	iMF (test)	1.0	0.09817880794701987	0.414205298013245	0.414205298013245
50	Popularity	kNN (full/test)	0.9972516556291391	0.1164569536423841	0.4327483443708609	0.4327483443708609
50	Popularity	Normalized kNN (test)	1.0	0.09228476821192053	0.34503311258278146	0.34503311258278146
50	Popularity	Random	1.0	0.07642384105960265	0.1396026490066225	0.1396026490066225
50	Popularity	Average Rating	1.0	0.08662251655629138	0.2918211920529801	0.2918211920529801
5	iMF (full)	Normalized kNN (full)	0.36182119205298013	0.14483443708609273	0.29758278145695366	0.29758278145695366
5	iMF (full)	Random	1.0	0.06612582781456953	0.438476821192053	0.438476821192053
5	iMF (full)	Normalized kNN (test)	0.7706291390728477	0.166523178807947	0.6369867549668874	0.6369867549668874
5	iMF (full)	Average Rating	0.9941390728476821	0.1420198675496689	0.6099006622516556	0.6099006622516556
5	iMF (full)	kNN (full/test)	0.606953642384106	0.2811258278145695	0.6963245033112583	0.6963245033112583
5	iMF (full)	Popularity	0.9941390728476821	0.17996688741721853	0.6383443708609271	0.6383443708609271
5	iMF (full)	iMF (test)	1.0	0.25149006622516556	0.6940066225165563	0.6940066225165563
2000	Normalized kNN (test)	iMF (test)	1.0	0.4049337748344371	0.5062251655629139	0.5062251655629139
2000	Normalized kNN (test)	Popularity	1.0	0.408841059602649	0.5078476821192053	0.5078476821192053
2000	Normalized kNN (test)	Random	1.0	0.6354635761589404	0.6497682119205298	0.6497682119205298
2000	Normalized kNN (test)	kNN (full/test)	1.0	0.24096026490066225	0.3066887417218543	0.3066887417218543
2000	Normalized kNN (test)	Average Rating	1.0	0.6440397350993378	0.7514238410596027	0.7514238410596027
2000	Normalized kNN (test)	iMF (full)	1.0	0.19228476821192053	0.24566225165562913	0.24566225165562913
2000	Normalized kNN (test)	Normalized kNN (full)	0.9447019867549669	0.32096026490066226	0.43748344370860925	0.43748344370860925
200	Average Rating	iMF (full)	1.0	0.07754966887417218	0.14619205298013246	0.14619205298013246
200	Average Rating	Popularity	1.0	0.1513907284768212	0.2820198675496689	0.2820198675496689
200	Average Rating	iMF (test)	1.0	0.11423841059602649	0.22804635761589404	0.22804635761589404
200	Average Rating	Random	1.0	0.30870860927152316	0.37933774834437084	0.37933774834437084
200	Average Rating	Normalized kNN (full)	0.5302649006622516	0.12824503311258278	0.2359933774834437	0.2359933774834437
200	Average Rating	kNN (full/test)	1.0	0.08913907284768212	0.1704635761589404	0.1704635761589404
200	Average Rating	Normalized kNN (test)	1.0	0.29066225165562914	0.563841059602649	0.563841059602649
20	Normalized kNN (test)	iMF (full)	0.9999006622516556	0.09798013245033113	0.4255298013245033	0.4255298013245033
20	Normalized kNN (test)	iMF (test)	0.9999006622516556	0.10546357615894039	0.4584437086092715	0.4584437086092715
20	Normalized kNN (test)	kNN (full/test)	0.9	0.10711920529801325	0.45973509933774837	0.45973509933774837
20	Normalized kNN (test)	Average Rating	0.9999006622516556	0.1425496688741722	0.5973178807947019	0.5973178807947019
20	Normalized kNN (test)	Normalized kNN (full)	0.38	0.09205298013245033	0.30821192052980134	0.30821192052980134
3706	iMF (full)	kNN (full/test)	1.0	0.25589403973509933	0.4971523178807947	0.4971523178807947
3706	iMF (full)	Average Rating	1.0	0.26105960264900663	0.27675496688741724	0.27675496688741724
3706	iMF (full)	Random	1.0	0.2639403973509934	0.26811258278145694	0.26811258278145694
3706	iMF (full)	iMF (test)	1.0	0.24751655629139072	0.3482119205298013	0.3482119205298013
3706	iMF (full)	Normalized kNN (test)	1.0	0.25764900662251655	0.29612582781456953	0.29612582781456953
3706	iMF (full)	Popularity	1.0	0.24374172185430465	0.3504635761589404	0.3504635761589404
