7	4	5	891351772
7	557	4	892132145
7	556	3	891352659
7	555	4	892134811
7	554	3	891354639
7	553	3	892134010
7	552	4	891354531
7	551	1	892131978
7	550	4	891352489
7	549	4	891353086
7	548	5	891352692
7	547	3	891353710
7	546	4	891353444
7	545	2	891354882
7	544	3	891353254
7	543	3	891351772
7	542	4	892131849
7	541	2	891354662
7	540	3	892132972
7	537	3	891352749
7	530	5	891350900
7	529	2	891352626
7	558	4	892131924
7	528	5	891352659
7	559	5	891354882
7	561	4	891354611
7	582	5	892135347
7	581	5	891353477
7	580	3	892132171
7	579	4	892133361
7	578	3	891354090
7	577	2	892133310
7	576	5	892132943
7	575	3	892133271
7	574	5	892132402
7	573	5	891353828
7	572	3	891354331
7	571	3	891353950
7	570	3	891354639
7	569	4	892131978
7	568	5	891352261
7	567	1	892132019
7	566	4	891353411
7	565	4	892132019
7	564	3	891354471
7	563	2	892131978
7	562	5	891354053
7	560	3	892132798
7	527	5	891351772
7	526	5	891351042
7	523	4	891350845
7	485	5	891351851
7	484	5	891351201
7	483	4	891351851
7	482	3	891351083
7	481	5	891352341
7	480	4	891352093
7	479	4	891352010
7	474	5	891351002
7	472	2	891353357
7	471	4	891352864
7	470	3	891352489
7	465	4	891353154
7	463	4	891353192
7	461	4	891352303
7	455	4	891353086
7	452	5	891353860
7	451	5	891353892
7	450	4	892132425
7	449	3	891354785
7	448	3	891353828
7	447	5	891350900
7	487	3	891352178
7	488	4	891351041
7	489	3	891353477
7	491	5	891351432
7	521	5	891353124
7	520	5	892133466
7	519	4	891352831
7	515	3	891350757
7	514	2	891351121
7	513	4	891351772
7	511	5	891351624
7	510	5	891352134
7	509	5	891352778
7	507	5	891352383
7	583	2	892132380
7	506	5	891353614
7	504	5	891352384
7	503	4	891353950
7	502	5	891352261
7	501	5	891353411
7	499	4	891351472
7	498	5	891351814
7	497	4	891352134
7	496	5	891351083
7	495	5	891351328
7	492	5	891352010
7	505	3	891352341
7	446	2	892132020
7	584	4	891352093
7	586	3	891354639
7	659	5	891351161
7	658	3	891352419
7	657	4	891351234
7	656	3	891351509
7	655	5	891351384
7	654	5	892135347
7	653	4	891351161
7	652	3	891352659
7	651	5	891350932
7	650	3	891350965
7	649	5	891353254
7	648	5	891351653
7	647	5	891352489
7	646	5	891351383
7	645	4	891353614
7	644	5	891351685
7	643	4	891350932
7	642	3	892132277
7	641	5	892135346
7	640	3	891353614
7	639	5	891353676
7	660	5	891353051
7	638	4	892132122
7	661	5	891351624
7	663	5	891352220
7	683	4	891350703
7	682	2	891350383
7	681	1	891350594
7	680	4	891350703
7	679	5	891353124
7	7	5	891352220
7	678	3	891350356
7	677	3	891354499
7	676	3	891354499
7	675	5	891352947
7	674	2	891352659
7	673	3	891353744
7	672	1	892131925
7	671	5	891351728
7	670	5	891353254
7	669	1	892132020
7	668	4	891352778
7	667	5	892135347
7	666	4	892132192
7	665	4	891354471
7	664	3	891353977
7	662	3	892133739
7	637	4	891353570
7	636	4	891351384
7	635	3	891352864
7	607	3	891352831
7	606	3	891352904
7	605	4	891353290
7	604	3	891351547
7	603	4	891350757
7	602	3	891352594
7	601	5	891353744
7	600	4	891354090
7	599	1	891353860
7	598	3	891353801
7	597	3	891353744
7	596	5	891351728
7	595	2	891353801
7	594	3	891354114
7	593	5	891351851
7	592	5	891353652
7	591	3	891352179
7	590	2	891354730
7	589	5	891352451
7	588	4	891352261
7	587	4	891353950
7	608	4	891351653
7	609	3	891352749
7	610	5	891353086
7	611	3	891351161
7	634	5	891351287
7	632	5	891352261
7	631	4	891352984
7	630	5	891352341
7	629	3	891352526
7	628	3	891352831
7	627	3	891352594
7	626	5	892132773
7	625	3	892131824
7	624	4	891353892
7	585	4	892133180
7	623	3	891354217
7	621	5	892132773
7	620	4	891353892
7	619	3	891352831
7	618	4	891350900
7	617	5	891354588
7	616	4	891351002
7	615	4	891351585
7	614	5	891352489
7	613	4	891352010
7	612	5	891351121
7	622	4	891352984
7	444	5	891354288
7	633	5	891351509
7	441	2	891354257
7	156	5	891351653
7	154	5	891353124
7	153	5	891352220
7	152	4	891351851
7	151	4	891352749
7	145	1	891354530
7	144	5	891351201
7	143	3	892132627
7	142	3	891354090
7	141	5	891353444
7	140	5	891353124
7	139	3	891354729
7	136	5	891351813
7	135	5	891351547
7	134	4	892134959
7	133	5	891353192
7	132	5	891351287
7	131	5	891352383
7	127	5	891351728
7	126	3	891353254
7	125	4	891353192
7	157	5	891352059
7	121	5	891352904
7	161	3	891352489
7	163	4	891353444
7	190	5	891351728
7	188	5	891352778
7	187	4	891350757
7	186	4	891350900
7	185	5	892135346
7	183	4	891351624
7	182	4	891350965
7	181	3	891351287
7	180	5	891350782
7	179	5	891352303
7	178	4	891350932
7	177	4	891352904
7	176	3	891350782
7	175	5	892133057
7	174	5	891350757
7	173	5	891351002
7	172	4	891350965
7	171	3	891351287
7	168	5	891351509
7	166	3	891351585
7	164	5	891351813
7	162	5	891353444
7	118	2	891353411
7	106	4	891353892
7	101	5	891350966
7	53	5	891354689
7	52	4	891353801
7	51	2	891352984
7	50	5	891351042
7	47	5	891352692
7	44	5	891351728
7	39	5	891353614
7	32	4	891350932
7	31	4	892134959
7	29	3	891353828
7	28	5	891352341
7	27	4	891352692
7	25	3	891352451
7	23	3	891351383
7	22	5	891351121
7	443	5	891353254
7	12	5	892135346
7	11	3	891352451
7	10	4	891352864
7	9	5	891351432
7	8	5	891351328
7	54	3	892132380
7	56	5	891351432
7	62	3	891354499
7	64	5	891350756
7	100	5	891351082
7	99	5	891352557
7	98	4	891351002
7	97	5	891351201
7	96	5	891351383
7	93	5	891351042
7	92	5	891352010
7	91	3	891353860
7	90	3	891352984
7	89	5	891351082
7	191	5	891351201
7	86	4	891350810
7	81	5	891352626
7	80	4	891354381
7	79	4	891352261
7	78	3	891354165
7	77	5	891353325
7	73	3	892133154
7	72	5	891353977
7	71	5	891352692
7	69	5	891351728
7	68	4	891351547
7	82	3	891351471
7	192	4	891352010
7	70	1	891352557
7	194	5	891351851
7	393	4	891352058
7	391	3	892132943
7	389	4	891354090
7	387	3	892133670
7	386	4	892133310
7	385	5	891351585
7	384	3	891353710
7	382	4	891352093
7	380	4	891354053
7	379	4	891353325
7	378	5	891353011
7	367	5	891350810
7	365	4	891353744
7	357	5	892135347
7	356	4	891351728
7	341	3	892333206
7	334	5	892130784
7	324	1	892135078
7	318	5	891352010
7	317	4	892133670
7	309	3	891350704
7	396	4	891354288
7	399	4	891354357
7	401	4	891354257
7	402	5	891352904
7	433	5	892135347
7	434	4	891352384
7	435	5	891350845
7	436	5	891351471
7	432	4	891352831
7	440	1	892131978
7	193	5	892135346
7	431	4	891351547
7	430	3	891352178
7	429	5	891351002
7	307	5	891350703
7	428	5	892133036
7	423	5	891351509
7	421	3	891352134
7	420	5	891353219
7	419	3	891350900
7	417	3	892132652
7	416	5	891353051
7	415	2	891354438
7	405	3	891353290
7	404	5	891352947
7	403	4	891351234
7	427	5	891352220
7	300	4	891350703
7	418	4	892131824
7	288	4	891350703
7	219	1	892131924
7	217	4	891352778
7	216	4	891350900
7	215	4	891351624
7	214	5	891352384
7	213	3	891351686
7	212	1	891353051
7	211	5	891352557
7	210	4	891352904
7	208	5	891352220
7	223	5	891351328
7	205	5	891351585
7	203	5	891352178
7	202	3	891352947
7	195	5	891352626
7	196	5	891351432
7	197	4	891351082
7	294	1	892130809
7	198	3	891351685
7	199	5	892135346
7	200	5	891353543
7	201	2	891351471
7	204	5	891351121
7	226	5	891353614
7	207	4	891352526
7	228	4	891350845
7	281	3	891353710
7	275	4	891352831
7	273	3	891351547
7	269	3	891349991
7	268	3	891350703
7	227	3	892132317
7	285	5	891351813
7	266	4	891350703
7	265	5	891350845
7	264	4	891350703
7	260	1	892130982
7	286	4	891350703
7	258	4	892135277
7	241	4	891354053
7	238	5	891351814
7	229	3	891352384
7	237	5	891351772
7	230	3	891353326
7	231	3	892132885
7	232	3	891353766
7	259	3	891350464
7	234	5	891351041
90	269	5	891382310
90	259	2	891382392
90	300	3	891382163
90	289	3	891382310
90	285	5	891383687
90	286	5	891382267
90	276	4	891384476
90	275	5	891383626
90	273	3	891385040
90	272	5	891382121
90	340	4	891382121
90	268	4	891382392
90	287	4	891384611
90	270	4	891382310
90	307	5	891383319
90	302	5	891383319
90	303	4	891382193
90	306	4	891382267
90	310	3	891382240
90	311	4	891382163
90	312	4	891383319
90	313	5	891382163
90	316	5	891382658
90	317	4	891383626
90	318	5	891383350
90	322	4	891382658
90	258	3	891382121
90	323	3	891382634
90	328	3	891382490
90	301	4	891382392
90	245	3	891382612
90	196	4	891385250
90	241	5	891384611
90	192	4	891384959
90	191	5	891384424
90	190	5	891383687
90	187	4	891383561
90	185	5	891384959
90	182	3	891383599
90	180	4	891384065
90	193	4	891383752
90	179	5	891385389
90	177	5	891384516
90	175	3	891383912
90	174	5	891383866
90	171	2	891384476
90	347	4	891383319
90	170	5	891383561
90	166	4	891383423
90	178	5	891384611
90	242	4	891382267
90	194	5	891383424
90	198	5	891383204
90	237	4	891385215
90	234	4	891383835
90	223	4	891383912
90	221	4	891383987
90	220	4	891385165
90	218	5	891385899
90	216	5	891383626
90	197	5	891383319
90	215	2	891385335
90	212	4	891384147
90	211	5	891383424
90	209	5	891383173
90	208	3	891384065
90	203	5	891384611
90	202	3	891385298
90	199	5	891384423
90	213	5	891383718
90	354	3	891382240
90	509	5	891383866
90	357	5	891385132
90	526	5	891383866
90	523	4	891383423
90	521	4	891384570
90	519	5	891384423
90	518	2	891385787
90	517	3	891384789
90	516	5	891383987
90	515	5	891385165
90	514	3	891384423
90	512	4	891383241
90	511	5	891384476
90	507	5	891383987
90	506	5	891383319
90	505	5	891383687
90	501	5	891384885
90	527	5	891384959
90	528	5	891384065
90	529	5	891385132
90	530	3	891385522
90	614	4	891384020
90	162	5	891385190
90	613	4	891383835
90	611	5	891384789
90	610	5	891383753
90	609	5	891384357
90	607	5	891384673
90	500	4	891384721
90	606	5	891383173
90	603	5	891385132
90	602	5	891385466
90	568	5	891385165
90	553	2	891384959
90	547	3	891385899
90	543	3	891383173
90	531	4	891383204
90	604	5	891383350
90	356	4	891385752
90	499	5	891383866
90	497	5	891384996
90	454	2	891383423
90	447	5	891385389
90	443	4	891385250
90	435	5	891383350
90	433	3	891384611
90	430	3	891383835
90	427	5	891384423
90	425	4	891384996
90	423	5	891384997
90	421	4	891383718
90	402	5	891385335
90	387	5	891385215
90	385	4	891385899
90	382	5	891383835
90	367	4	891385250
90	462	5	891383752
90	464	5	891385039
90	471	4	891385752
90	474	5	891383599
90	496	4	891385787
90	494	5	891383241
90	493	5	891383600
90	491	4	891384959
90	490	5	891383753
90	489	5	891384357
90	488	5	891384065
90	498	5	891383173
90	486	5	891383912
90	483	5	891384570
90	482	5	891383204
90	481	5	891384516
90	480	5	891383835
90	479	5	891384147
90	478	5	891384754
90	475	3	891385465
90	485	5	891383687
90	156	4	891384147
90	836	5	891385190
90	154	5	891384516
90	863	4	891384114
90	875	1	891382612
90	879	3	891382542
90	889	3	891382731
90	896	3	891382163
90	900	4	891382309
90	855	5	891383752
90	903	4	891383319
90	905	4	891383319
90	906	2	891382240
90	923	5	891383912
90	942	4	891385165
90	945	5	891383866
90	954	4	891385522
90	904	3	891382121
90	847	5	891383753
90	837	5	891384476
90	821	3	891385843
90	703	3	891384997
90	705	5	891384147
90	707	5	891384476
90	708	5	891385787
90	709	5	891383752
90	713	4	891385466
90	721	3	891385215
90	730	5	891384147
90	732	5	891383241
90	739	5	891384789
90	750	4	891383319
90	753	4	891385751
90	762	3	891385250
90	811	4	891384516
90	813	4	891384997
90	958	4	891383561
90	962	2	891384721
90	964	5	891385843
90	965	5	891383561
90	1193	4	891384789
90	1194	4	891383718
90	1195	5	891384789
90	1196	4	891383599
90	1197	4	891384476
90	1198	5	891383866
90	1199	5	891385652
90	1200	4	891384066
90	1201	5	891383687
90	1202	5	891385132
90	1203	5	891385466
90	1204	4	891384959
90	1205	3	891383687
90	1206	2	891383912
90	617	4	891383835
90	1192	5	891384673
90	699	4	891385298
90	1137	2	891384516
90	1134	3	891385752
90	966	5	891385843
90	971	4	891385250
90	972	4	891384476
90	990	3	891382522
90	995	4	891382708
90	1005	2	891383912
90	1020	5	891384997
90	1039	5	891383599
90	1045	2	891385843
90	1048	4	891385132
90	1086	4	891384424
90	1097	4	891384885
90	1101	4	891384570
90	1109	3	891385652
90	1125	4	891384611
90	1136	3	891385899
90	693	3	891385752
90	692	4	891384476
90	690	4	891383319
90	97	5	891383987
90	96	4	891384754
90	89	5	891385039
90	86	5	891383626
90	83	5	891383687
90	79	4	891383912
90	70	5	891383866
90	69	1	891383424
90	65	4	891385298
90	64	4	891383912
90	60	4	891385039
90	59	5	891383173
90	57	5	891385389
90	56	5	891384516
90	52	5	891385522
90	98	5	891383204
90	45	3	891385039
90	100	5	891383241
90	126	2	891384611
90	153	5	891384754
90	151	2	891385190
90	150	3	891385250
90	149	3	891384754
90	148	2	891385787
90	143	5	891383204
90	141	5	891385899
90	137	5	891384754
90	136	5	891383241
90	135	5	891384570
90	134	5	891383204
90	133	5	891384147
90	132	5	891384673
90	131	5	891384066
90	127	4	891383561
90	117	3	891385389
90	155	5	891385040
90	42	4	891384885
90	31	4	891384673
90	644	5	891384065
90	647	5	891383204
90	648	4	891384754
90	650	5	891384516
90	651	5	891384997
90	652	4	891384611
90	654	5	891384357
90	656	5	891385132
90	657	5	891385190
90	659	4	891384357
90	660	4	891385652
90	661	5	891385522
90	662	5	891385842
90	676	2	891384066
90	684	3	891385335
90	639	5	891385039
90	33	4	891383600
90	632	5	891384113
90	6	4	891384357
90	30	5	891385843
90	26	4	891385842
90	25	5	891384789
90	23	5	891384997
90	22	4	891384357
90	20	4	891384357
90	19	3	891384020
90	18	3	891383687
90	17	4	891384721
90	14	5	891383987
90	12	5	891383241
90	11	4	891384113
90	10	5	891383987
90	9	4	891385787
90	8	5	891383424
90	631	5	891384570
90	618	5	891385335
106	28	4	881451144
106	1115	4	883876833
106	210	4	881450810
106	196	5	881450578
106	194	5	881450758
106	191	5	881451453
106	165	5	881450536
106	162	5	881450758
106	161	3	881452816
106	107	4	883876961
106	100	3	881449487
106	97	5	881450810
106	86	3	881451355
106	82	3	881453290
106	77	4	881451716
106	211	4	881452532
106	70	3	881452355
106	64	4	881449830
106	59	4	881453318
106	48	3	881453290
