====================
Dataset: ml1m-nofill
====================

Coverage@10
Target size	iMF (full)	iMF (test)	kNN (full/test)	Normalized kNN (full)	Normalized kNN (test)	Average Rating	Popularity	Random
0	0.7258278145695364	0.7258278145695364	0.717930463576159	0.5578841059602648	0.7251688741721856	0.7257847682119206	0.7257847682119206	0.7258278145695364
1	0.7756523178807947	0.7756523178807947	0.741658940397351	0.5593079470198676	0.7655000000000001	0.7754900662251656	0.7754900662251656	0.7756523178807947
2	0.8216258278145695	0.8216258278145695	0.7637516556291392	0.5606456953642385	0.8030165562913906	0.8213509933774834	0.8213509933774834	0.8216258278145695
5	0.9339999999999999	0.9339999999999999	0.8235165562913908	0.5644470198675497	0.8996258278145696	0.9334966887417219	0.9334966887417219	0.9339999999999999
10	0.9998807947019868	0.9998807947019868	0.8998211920529802	0.5713377483443708	0.986132450331126	0.9998278145695364	0.9998278145695364	0.9998807947019868
20	1.0	1.0	0.9734966887417219	0.5842350993377485	0.9999801324503311	1.0	1.0	1.0
50	1.0	1.0	0.9996258278145695	0.6164735099337748	1.0	1.0	1.0	1.0
100	1.0	1.0	1.0	0.6600860927152318	1.0	1.0	1.0	1.0
200	1.0	1.0	1.0	0.7277119205298013	1.0	1.0	1.0	1.0
500	1.0	1.0	1.0	0.8465960264900663	1.0	1.0	1.0	1.0
1000	1.0	1.0	1.0	0.9309635761589403	1.0	1.0	1.0	1.0
2000	1.0	1.0	1.0	0.9832781456953642	1.0	1.0	1.0	1.0
3706	1.0	1.0	1.0	0.9983046357615895	1.0	1.0	1.0	1.0

