====================
Dataset: ml1m-nofill
====================

Coverage@10
Target size	iMF (full)	iMF (test)	kNN (full/test)	Normalized kNN (full)	Normalized kNN (test)	Average Rating	Popularity	Random
0	3.2434111993304756E-4	3.2434111993304756E-4	3.2434111993304756E-4	3.2434111993304756E-4	3.2434111993304756E-4	3.2434111993304756E-4	3.2434111993304756E-4	3.2434111993304756E-4
1	0.09580051121775171	0.09580051121775171	0.05806485029252125	0.007393713728662765	0.08135265441355197	0.09507043568426846	0.09507043568426846	0.09580051121775171
2	0.1910031526205463	0.1910031526205463	0.11606084684727502	0.014253710065655942	0.16224180155651252	0.18934661527803062	0.18934661527803062	0.1910031526205463
5	0.4775675642892702	0.4775675642892702	0.2906477159173805	0.036454359011216034	0.4048445572416709	0.4738038367338066	0.4738038367338066	0.4775675642892702
10	0.9540617305120291	0.9540617305120291	0.5818009976812231	0.07047822913046482	0.8089544376923532	0.9462191903737949	0.9462191903737949	0.9540617305120291
20	0.9999137167322768	0.9999137167322768	0.9132188571067822	0.14101573942385967	0.9994714345465969	0.9998896064117663	0.9998896064117663	0.9999137167322768
50	1.0	1.0	0.9980001100723823	0.3272791686311135	1.0	1.0	1.0	1.0
100	1.0	1.0	1.0	0.4896422843734559	1.0	1.0	1.0	1.0
200	1.0	1.0	1.0	0.6405501303335458	1.0	1.0	1.0	1.0
500	1.0	1.0	1.0	0.8300527100793025	1.0	1.0	1.0	1.0
1000	1.0	1.0	1.0	0.9363658350695069	1.0	1.0	1.0	1.0
2000	1.0	1.0	1.0	0.9878662192700121	1.0	1.0	1.0	1.0
3706	1.0	1.0	1.0	0.9991215630944265	1.0	1.0	1.0	1.0

