====================
Dataset: ml1m
====================

nDCG@10
Target size	iMF (full)	iMF (test)	kNN (full/test)	Normalized kNN (full)	Normalized kNN (test)	Average Rating	Popularity	Random
0	0.8393273935944456	0.8689609278862008	0.8399078475278274	0.8139406073601677	0.8553828970276236	0.846539292999074	0.7937414962395803	0.6916958359000211
1	0.8362274240659506	0.86486087305009	0.8372440966923069	0.8008791270523379	0.8434663586548972	0.8295419396324768	0.7878014984298124	0.6582440521061562
2	0.8336667624831863	0.8611362898497713	0.8345417676703638	0.7893200281258146	0.8324458282193927	0.8140176050079913	0.7821740128451733	0.6292683377258863
5	0.8258694292831882	0.8489942097312289	0.8270587174263229	0.7588011104438763	0.8011146934705782	0.7704562258818768	0.7651797383302993	0.5515863908124604
10	0.8156569994377513	0.8317481941625859	0.8158406993515903	0.7201091377146586	0.7579190914858438	0.7105717433510861	0.7414823514307615	0.45284004291417573
20	0.802077101478466	0.8014322344956589	0.7975791411018877	0.6809175660209051	0.6859495614337551	0.6209017308288607	0.7027857905219848	0.34222819597615906
50	0.7738055474965165	0.7332927264999964	0.7607352870368279	0.6363841447192445	0.5627065318763125	0.4748397558534457	0.63021020576958	0.21302685747686728
100	0.7394387202291896	0.6555240213938163	0.7173685940231131	0.5975956696202654	0.45758639469495455	0.3612211439690312	0.5609988057651032	0.13604264159184418
200	0.6931769119526494	0.5574392180158728	0.6605634123501435	0.5463743014696257	0.3528619184825611	0.24969919857828518	0.4849200435999611	0.08141341294958777
500	0.6081543690469936	0.40982038733565035	0.563161547059923	0.4469064857716599	0.22557630921956312	0.1330500606021996	0.3784047179864776	0.0383648542393511
1000	0.5274825969118312	0.2998706359016561	0.47858767905392074	0.3506207305530073	0.14657838626289466	0.07904843412613831	0.30031134415281324	0.019903693059907628
2000	0.4388164546907028	0.20661636208234418	0.390867495922275	0.2487848034506651	0.08309730995751381	0.037027676260755635	0.2274626692842358	0.01065660178534864
3706	0.36046050876826896	0.14350699765914485	0.31743872421663877	0.17034795317298765	0.04351761858770527	0.012803428274717515	0.17124734111440693	0.005775326501933994

