====================
Dataset: ml1m
====================

P@10
Recommender	Full	Test
iMF (full)	2.9557155433611017E-4	5.11036071356466E-4
iMF (test)	3.0228709696052683E-4	5.575733073188305E-4
kNN (full/test)	3.683618208542157E-4	5.25509548654438E-4
Normalized kNN (full)	2.724354136870833E-4	5.204712340670341E-4
Normalized kNN (test)	1.798134975839695E-4	5.079190170068667E-4
Average Rating	7.924120230920653E-5	5.041518292125552E-4
Popularity	3.0305858005139655E-4	4.8319852630830055E-4
Random	1.5145909584563778E-5	3.3829767325805303E-4
