fold	target size	expected intersection ratio in top n
1	0	0.7095253941835561
2	0	0.7205088211307495
3	0	0.7214326349941829
4	0	0.7208825153311348
5	0	0.7069586759224022
1	1	0.6941233919326664
2	1	0.7039849584237416
3	1	0.7074893059208496
4	1	0.7052885302536858
5	1	0.6917868424767243
1	2	0.6752659233996087
2	2	0.6861085445173088
3	2	0.694047284844159
4	2	0.6866113041464227
5	2	0.6757457999293126
1	5	0.6090170974012539
2	5	0.6200028668404292
3	5	0.6278684781063519
4	5	0.6160457943758246
5	5	0.6176894513427507
1	10	0.4641204885157334
2	10	0.46996025563537336
3	10	0.47499178630906375
4	10	0.466915306710256
5	10	0.4710627813523784
1	20	0.30594914635584153
2	20	0.30931849239189746
3	20	0.30987419466655575
4	20	0.3073969674566698
5	20	0.30887293942376204
1	50	0.1575156606462042
2	50	0.15843690764249646
3	50	0.15880906106038575
4	50	0.15802597756343573
5	50	0.15833747795177766
1	100	0.08871671385146457
2	100	0.08929812054495265
3	100	0.08930882898318336
4	100	0.08891418630969602
5	100	0.08886205773141043
1	200	0.04797952730729678
2	200	0.04802630370701371
3	200	0.048015087210451356
4	200	0.04798702862476051
5	200	0.04797506112757802
1	500	0.02025066586730117
2	500	0.020281818719393004
3	500	0.02029264728594525
4	500	0.02026165732034971
5	500	0.020270870790563843
1	1000	0.010336482249249088
2	1000	0.010348742199515398
3	1000	0.010348873193103547
4	1000	0.010345741932205258
5	1000	0.010338960772863906
1	1534	0.0068796587445397305
2	1534	0.0068819801225711115
3	1534	0.006881765009262451
4	1534	0.006881109502584033
5	1534	0.006879484592477161
