fold	target size	expected intersection ratio in top n
3	100	0.08299208573581768
3	200	0.0461467920181826
3	50	0.14003731981482273
3	2000	0.005454000039173695
3	3706	0.00280427991504091
3	1000	0.010624257607936548
3	500	0.02013775515835196
3	5	0.4867600740150217
3	20	0.26008970991270713
3	10	0.3775410361336532
3	1	0.557168962858889
3	2	0.5398078074217851
3	0	0.5735480625803838
5	100	0.08302500845977712
2	100	0.08236219186035887
5	200	0.04613209525891196
2	200	0.04616897736009693
5	50	0.14011781644297397
2	50	0.14017653571366748
5	2000	0.005465357877189197
2	2000	0.005453219267007073
5	3706	0.002804370302171929
2	3706	0.0028044388235634035
5	1000	0.010646759080051632
2	1000	0.010632746421431792
5	500	0.020183766731302274
2	500	0.020145375746805128
5	5	0.4803954943336936
2	5	0.48659717018737475
5	20	0.26020452710314296
2	20	0.2603160197093796
5	10	0.37994644291446844
2	10	0.3798474853731076
5	1	0.5586065594497072
2	1	0.5582090512813275
4	100	0.08305336164084434
5	2	0.5407106754391009
4	5	0.4871287243969167
2	2	0.5407717407925439
5	0	0.5749936327056513
4	2000	0.005463087868907337
4	50	0.14022583190862542
4	200	0.046165598907610204
1	100	0.08307726923009631
4	20	0.26050797234806106
4	3706	0.002804339765194753
2	0	0.5745289867164669
4	1	0.5582585040127923
4	10	0.37809125807986205
4	1000	0.010630855553003275
1	200	0.0461653336631584
4	2	0.5407978925433111
4	500	0.020144745308951533
1	50	0.1402034403752807
4	0	0.5746066957475039
1	5	0.4810781776474914
1	2000	0.005453091727010826
1	20	0.2603501476565367
1	3706	0.002804512266441185
1	10	0.37774366923433295
1	1000	0.010625855980878026
1	500	0.020155049746421263
1	1	0.5578637753103497
1	0	0.5746580457490925
1	2	0.5402413224069634
