fold	target size	expected intersection ratio in top n
3	100	0.08750182976387595
2	100	0.08756998665639745
1	100	0.08760341554534476
3	200	0.04753103952951978
2	200	0.04759007707323714
1	200	0.04757183668829983
3	50	0.153442766099035
2	50	0.15381879317173602
1	50	0.15373736231938626
3	1000	0.010325064589181199
2	1000	0.01033196725402411
1	1000	0.010328831784790554
3	1682	0.0062790007092377595
2	1682	0.00628009315850567
3	500	0.020195035685412758
1	1682	0.006279712931417242
2	500	0.020204033832539613
3	5	0.5730556038969677
1	500	0.02020159942377743
2	5	0.5711399824023601
1	5	0.5767712802046748
3	20	0.2937962621495897
1	1	0.6616270430727306
2	20	0.2934507430852837
1	20	0.2949432803238427
3	10	0.44077313111254895
1	2	0.643344904385943
2	10	0.43873398161380756
1	0	0.6759216772206188
1	10	0.4420001098792424
3	1	0.6573374273017407
2	1	0.6558752288465409
2	0	0.6726114866276837
3	2	0.6396629953536479
2	2	0.6379683499462848
3	0	0.6727502819937891
5	100	0.08761793117321562
5	200	0.047519337445361735
5	50	0.15375276965232726
5	1000	0.010326678282051856
5	1682	0.006278790304019539
5	500	0.020195618672249484
5	5	0.5734973159050045
5	20	0.2931504460411977
5	10	0.4378509141510471
5	1	0.6571000227963405
5	2	0.6397358841677558
5	0	0.6732703676716035
4	100	0.08744158809012274
4	200	0.04752302235881562
4	50	0.1535248359520682
4	1000	0.0103221292803391
4	1682	0.006277800933560472
4	500	0.020178347146126756
4	5	0.571499962766993
4	20	0.2938011602719737
4	10	0.4404631813334974
4	1	0.6527000125639009
4	2	0.63559389240525
4	0	0.6687348604925657
