fold	target size	expected intersection ratio in top n
2	100	0.11490644041994914
5	100	0.11771409152600523
3	5	0.5547442527885793
3	1	0.633868219504126
1	100	0.11992800684830365
4	100	0.1181345575560803
5	200	0.06409584516162609
2	200	0.0643295170387537
4	5	0.5451937441009463
3	20	0.3275095646146401
2	5	0.5770985038052189
3	2	0.6170314965934014
1	200	0.06430873645989432
4	200	0.06429767304504433
5	50	0.1832842190036028
2	50	0.18948112247138413
4	20	0.31537327879675564
3	10	0.47242476638070785
2	20	0.320527665452489
3	0	0.633868219504126
3	2000	0.007446294121546848
1	50	0.1889852818328617
4	50	0.1879837207063953
5	2000	0.007452299970703141
2	2000	0.007494687001831579
4	10	0.4479424973552321
4	1	0.6111359233264718
2	10	0.4857416593820575
3	2650	0.003927782955571268
1	2000	0.007400814148375417
5	2650	0.003926235338089157
4	2000	0.00740328103823087
2	2650	0.003927224793515622
3	50	0.19214076600457194
4	2	0.6111359233264718
2	1	0.6176927844099459
3	1000	0.0142876108987933
1	2650	0.003928140599715421
5	1000	0.014069580212018897
4	2650	0.003927562181326066
2	1000	0.014094325085607377
4	0	0.6310376733297264
2	2	0.6176927844099459
3	500	0.027096625256806194
1	1000	0.014315099742695726
5	500	0.027231823850447857
4	1000	0.01419245578010989
2	500	0.02699957966769439
2	0	0.6341867000199429
1	500	0.027178175547109475
4	500	0.02697625528548595
5	5	0.5418907786816779
1	5	0.5784425680827869
5	20	0.3364479947075079
3	200	0.06398650560524088
1	20	0.3297783035978988
5	10	0.46553436484453387
1	10	0.47836746914352507
5	1	0.6131780028112095
1	1	0.619962028622763
5	2	0.5911648769986871
1	2	0.619962028622763
5	0	0.6325997839347334
1	0	0.6379842893890268
3	100	0.11833902145836514
