fold	target size	expected intersection ratio in top n
3	100	2.4585740196143293E-4
3	200	1.2840228964921014E-4
2	100	2.460259326094569E-4
5	100	2.461010591259811E-4
3	50	4.473291619501005E-4
2	200	1.2878732985911002E-4
5	200	1.288327381469338E-4
3	2000	1.3719316120109712E-5
3	10681	2.480867165645818E-6
2	50	4.5026027566462813E-4
5	50	4.4977013728866004E-4
3	1000	2.6888293491609895E-5
2	2000	1.3720669161636842E-5
2	10681	2.4809224726927646E-6
1	100	2.445679437784878E-4
2	5	0.001978980242373864
5	2000	1.3688326798731141E-5
4	100	2.45422122035206E-4
5	10681	2.4809319442604115E-6
3	500	5.300291442931901E-5
2	1000	2.6956716292089066E-5
1	200	1.285449605618604E-4
2	500	5.299588133895112E-5
2	20	9.478429889034084E-4
4	5	0.0019532098024190397
4	200	1.2877297991629652E-4
2	1	0.0021505844437783436
5	1000	2.6895296299902405E-5
3	5	0.0019544578088064794
2	0	0.0021798302866057767
1	50	4.478600936658148E-4
2	10	0.0015366275572756799
4	20	9.385407032193866E-4
4	50	4.4814984959167794E-4
2	2	0.0021184966866617276
5	500	5.3013119374267296E-5
3	20	9.357911690302156E-4
1	2000	1.3722405276586074E-5
4	10	0.0015411319691516143
4	1	0.0021401102659421045
1	10681	2.480869738029352E-6
4	2000	1.370143520828264E-5
4	10681	2.4809088529475205E-6
5	5	0.0019782344776621435
3	10	0.0015132593162569623
4	2	0.002099501826521125
1	1000	2.694331653701706E-5
4	1000	2.699926481238518E-5
5	20	9.443409294227744E-4
3	1	0.0021270229578248256
4	0	0.002172907165660692
1	500	5.295160758457853E-5
4	500	5.293364417411878E-5
5	10	0.0015585044101503924
3	2	0.002096137925053696
1	5	0.0019556725266762923
5	1	0.0021375525402528416
3	0	0.002159979610197851
1	20	9.414286556052582E-4
5	2	0.002110307877278426
1	10	0.0015491054625908643
5	0	0.0021643652736667686
1	1	0.002131492854080884
1	0	0.0021609936009141773
1	2	0.002094080055011568
