fold	target size	expected intersection ratio in top n
3	50	0.1609196791435038
5	50	0.16317321069207316
4	50	0.16217102095728542
3	2	0.6742645476722514
3	500	0.020772346366561705
2	50	0.16220557845094902
5	2	0.7264876599311891
5	500	0.020806128330145657
4	2	0.6991302927255025
1	50	0.16230901013967736
4	500	0.020788955949771957
2	2	0.7145718891954869
3	100	0.09077542993775241
2	500	0.020807184322453747
1	2	0.7037326082625569
5	100	0.0915467324749977
1	500	0.02080889901963352
3	10	0.4649451057946778
4	100	0.0915480692566518
3	1012	0.010667429260620398
5	10	0.4861534665102192
2	100	0.0915989300451094
5	1012	0.01068239216431155
4	10	0.4782925162681134
1	100	0.09160940135764156
3	200	0.04916075780946731
4	1012	0.010679902366589847
2	10	0.4950326860681122
3	20	0.30791043603708346
5	200	0.04963310547923155
2	1012	0.010675817202830206
1	10	0.47200265145865083
5	20	0.3208555035587377
4	200	0.049181649974124
1	1012	0.01067708918382919
3	5	0.5997630353429935
4	20	0.31406436463458837
2	200	0.04924698274695514
2	20	0.3210720165632339
5	5	0.6395559352589159
1	200	0.04917728526911532
1	20	0.31395146951484837
4	5	0.6225040999071576
2	5	0.6485040914382391
1	5	0.6233159111571839
3	1	0.6951292495603013
3	0	0.7188026551338579
5	1	0.7480527331755065
5	0	0.7642684365109753
2	1	0.7348742812978694
4	1	0.7200002153124427
2	0	0.753495840909379
1	0	0.7457965599946738
4	0	0.7426304452248665
1	1	0.7257611744789051
