fold	target size	expected intersection ratio in top n
1	0	0.7085698318832059
2	0	0.7010493461764091
3	0	0.6991080447523418
4	0	0.6944575415196476
5	0	0.6926099740340297
1	1	0.6884473588441204
2	1	0.6825977783524714
3	1	0.6811313572732315
4	1	0.6756801019485303
5	1	0.6746628521168261
1	2	0.666954182484349
2	2	0.6610522420858863
3	2	0.6615250790673891
4	2	0.6549872221716252
5	2	0.656049843746227
1	5	0.5923972176986173
2	5	0.5863977597076083
3	5	0.5910180214258977
4	5	0.5859039750622496
5	5	0.5862917852921447
1	10	0.4536343678645699
2	10	0.45120376170910226
3	10	0.44826280364038257
4	10	0.4464605439084518
5	10	0.447914695877908
1	20	0.30082977980725245
2	20	0.29854284302281836
3	20	0.29840714173401356
4	20	0.2973102578708848
5	20	0.29744511206231
1	50	0.15467203218330045
2	50	0.15417383165210374
3	50	0.15393347359407333
4	50	0.15386442089587615
5	50	0.15381830825285536
1	100	0.08722462496768514
2	100	0.08708255574555668
3	100	0.08691098670280029
4	100	0.08679371263161934
5	100	0.08670901373250108
1	200	0.046930961328329523
2	200	0.04687172703793699
3	200	0.04678972080930411
4	200	0.04677756471535585
5	200	0.04675028682368384
1	500	0.01978066382421045
2	500	0.019779421751332633
3	500	0.019755786469537174
4	500	0.01974696620155374
5	500	0.019747605436867155
1	1000	0.010088163412132591
2	1000	0.010084347119572224
3	1000	0.010079681260292296
4	1000	0.010080619546431238
5	1000	0.010081245808122242
1	2000	0.005098184900362572
2	2000	0.0050969324012577494
3	2000	0.005095017908141686
4	2000	0.005097126388934134
5	2000	0.0050954592534138135
1	2913	0.0035373740692725484
2	2913	0.0035372721720317107
3	2913	0.003536724164801262
4	2913	0.003536943193107107
5	2913	0.0035367374111262046
