fold	target size	expected intersection ratio in top n
1	0	0.7457965599946738
2	0	0.753495840909379
3	0	0.7188026551338579
4	0	0.7426304452248665
5	0	0.7642684365109753
1	1	0.7232374075860483
2	1	0.7344392045843668
3	1	0.6966103373004566
4	1	0.7192651569207179
5	1	0.7493453291709449
1	2	0.7009797170276182
2	2	0.718357587508355
3	2	0.6708987561693753
4	2	0.7000485311638698
5	2	0.7273841374749416
1	5	0.6232341037768542
2	5	0.6468260527544375
3	5	0.5990599678347543
4	5	0.6236385533842737
5	5	0.6333642052200953
1	10	0.47553494827118564
2	10	0.4911511803410092
3	10	0.46200477463704626
4	10	0.47736373642475943
5	10	0.4874259723224184
1	20	0.31212912282050526
2	20	0.3202897405801866
3	20	0.3123436061322252
4	20	0.31589124956972947
5	20	0.3207053139730091
1	50	0.16179990200598018
2	50	0.1623596036679777
3	50	0.15949422764351018
4	50	0.1619474851651393
5	50	0.163583772863471
1	100	0.09146718451249608
2	100	0.09175918020590869
3	100	0.09089533351693779
4	100	0.0917934578559218
5	100	0.09218968031405568
1	200	0.049302315771641764
2	200	0.049271175256890544
3	200	0.04912761795300274
4	200	0.0492393442586029
5	200	0.04947480923229352
1	500	0.020792378221515712
2	500	0.020795067621846935
3	500	0.020688209930625843
4	500	0.020828261694041807
5	500	0.020821653181992313
1	1012	0.01067708918382919
2	1012	0.010675817202830206
3	1012	0.010667429260620398
4	1012	0.010679902366589847
5	1012	0.01068239216431155
