fold	target size	expected intersection ratio in top n
1	0	0.9787531724888973
1	50	0.18664265192294233
1	2	0.9671602601176895
1	1	0.9738192216440116
5	50	0.1867206600955617
3	50	0.18686326583216895
4	50	0.18681917382393748
2	50	0.18665119102406605
3	2	0.9678811365598389
5	2	0.9668482698259302
5	10	0.7255499495064835
5	5	0.9270911449190917
1	10	0.7235261306864589
1	100	0.09730188162635042
4	2	0.9677885197704907
3	10	0.7261337128827313
3	1	0.9743939354789134
1	500	0.0201999089813087
5	500	0.02019868198716438
5	100	0.09732792410681279
5	1	0.97360468871415
5	20	0.41914652698989585
5	200	0.04976979822574353
5	0	0.9784445883552683
1	5	0.9281844522167082
4	1	0.9744937847745181
3	5	0.9298059038222676
1	20	0.4184751540725224
4	100	0.09738666834121729
3	100	0.09733995886612262
2	100	0.09730093544934035
2	2	0.9673900545984034
5	1000	0.01019924166927048
3	20	0.4193015830753703
3	0	0.979169268423807
4	10	0.725699437853665
4	0	0.9795091854001244
2	0	0.9790848039854408
2	500	0.020201553828134048
2	200	0.04978321059424042
3	1000	0.01019966294974211
3	200	0.04979559930007983
1	1000	0.01019940046315897
2	1	0.9740947934255559
2	20	0.4192463370890392
2	5	0.928818181389871
3	500	0.020199152359892263
4	1000	0.010199754072954042
1	200	0.04977355884788668
4	5	0.9300159026633885
4	500	0.020202716764414926
4	20	0.4191969288823731
4	200	0.04979042426914261
2	10	0.725953159555653
2	1000	0.010199526338719647
