target size	recommender system 1	recommender system 2	Coverage@10	nDCG@10	P@10	Recall@10	FScore@10
500	Popularity	kNN (test)	0.0	0.031813361611876985	0.031813361611876985	0.031813361611876985	0.031813361611876985
500	Popularity	iMF (test)	0.0	0.033934252386002124	0.033934252386002124	0.033934252386002124	0.033934252386002124
500	Popularity	Random	0.0	0.05832449628844114	0.05832449628844114	0.05832449628844114	0.05832449628844114
500	Popularity	Normalized kNN (full)	0.0	0.043478260869565216	0.043478260869565216	0.043478260869565216	0.043478260869565216
500	Popularity	Normalized kNN (test)	0.0	0.03499469777306469	0.03499469777306469	0.03499469777306469	0.03499469777306469
500	Popularity	kNN (full)	0.0	0.031813361611876985	0.031813361611876985	0.031813361611876985	0.031813361611876985
500	Popularity	Average Rating	0.0	0.05090137857900318	0.05090137857900318	0.05090137857900318	0.05090137857900318
500	Popularity	iMF (full)	0.0	0.030752916224814422	0.030752916224814422	0.030752916224814422	0.030752916224814422
1682	kNN (full)	Normalized kNN (full)	0.0	0.14528101802757157	0.14528101802757157	0.14528101802757157	0.14528101802757157
1682	kNN (full)	Average Rating	0.0	0.1823966065747614	0.1823966065747614	0.1823966065747614	0.1823966065747614
1682	kNN (full)	iMF (test)	0.0	0.1537645811240721	0.1537645811240721	0.1537645811240721	0.1537645811240721
1682	kNN (full)	kNN (test)	0.0	0.17391304347826086	0.17391304347826086	0.17391304347826086	0.17391304347826086
1682	kNN (full)	iMF (full)	0.0	0.1283138918345705	0.1283138918345705	0.1283138918345705	0.1283138918345705
1682	kNN (full)	Random	0.0	0.18875927889713678	0.18875927889713678	0.18875927889713678	0.18875927889713678
1682	kNN (full)	Normalized kNN (test)	0.0	0.17815482502651114	0.17815482502651114	0.17815482502651114	0.17815482502651114
1682	kNN (full)	Popularity	0.0	0.14952279957582185	0.14952279957582185	0.14952279957582185	0.14952279957582185
20	Popularity	Random	0.0	0.024390243902439025	0.024390243902439025	0.024390243902439025	0.024390243902439025
20	Popularity	Normalized kNN (test)	0.0	0.02014846235418876	0.02014846235418876	0.02014846235418876	0.02014846235418876
20	Popularity	iMF (full)	0.0	0.02014846235418876	0.02014846235418876	0.02014846235418876	0.02014846235418876
20	Popularity	iMF (test)	0.0	0.019088016967126194	0.019088016967126194	0.019088016967126194	0.019088016967126194
20	Popularity	kNN (test)	0.0	0.019088016967126194	0.019088016967126194	0.019088016967126194	0.019088016967126194
20	Popularity	kNN (full)	0.0	0.019088016967126194	0.019088016967126194	0.019088016967126194	0.019088016967126194
20	Popularity	Average Rating	0.0	0.021208907741251327	0.021208907741251327	0.021208907741251327	0.021208907741251327
20	Popularity	Normalized kNN (full)	0.0	0.027571580063626724	0.027571580063626724	0.027571580063626724	0.027571580063626724
20	Random	Normalized kNN (test)	0.0	0.02014846235418876	0.02014846235418876	0.02014846235418876	0.02014846235418876
20	Random	iMF (full)	0.0	0.019088016967126194	0.019088016967126194	0.019088016967126194	0.019088016967126194
20	Random	iMF (test)	0.0	0.019088016967126194	0.019088016967126194	0.019088016967126194	0.019088016967126194
20	Random	kNN (test)	0.0	0.019088016967126194	0.019088016967126194	0.019088016967126194	0.019088016967126194
20	Random	kNN (full)	0.0	0.019088016967126194	0.019088016967126194	0.019088016967126194	0.019088016967126194
20	Random	Average Rating	0.0	0.022269353128313893	0.022269353128313893	0.022269353128313893	0.022269353128313893
20	Random	Normalized kNN (full)	0.0	0.03499469777306469	0.03499469777306469	0.03499469777306469	0.03499469777306469
50	Popularity	Normalized kNN (full)	0.0	0.030752916224814422	0.030752916224814422	0.030752916224814422	0.030752916224814422
50	Popularity	iMF (full)	0.0	0.021208907741251327	0.021208907741251327	0.021208907741251327	0.021208907741251327
50	Popularity	iMF (test)	0.0	0.022269353128313893	0.022269353128313893	0.022269353128313893	0.022269353128313893
50	Popularity	kNN (test)	0.0	0.022269353128313893	0.022269353128313893	0.022269353128313893	0.022269353128313893
50	Popularity	Normalized kNN (test)	0.0	0.02014846235418876	0.02014846235418876	0.02014846235418876	0.02014846235418876
50	Popularity	kNN (full)	0.0	0.022269353128313893	0.022269353128313893	0.022269353128313893	0.022269353128313893
50	Popularity	Random	0.0	0.030752916224814422	0.030752916224814422	0.030752916224814422	0.030752916224814422
50	Popularity	Average Rating	0.0	0.02863202545068929	0.02863202545068929	0.02863202545068929	0.02863202545068929
5	iMF (full)	Normalized kNN (full)	0.0	0.019088016967126194	0.019088016967126194	0.019088016967126194	0.019088016967126194
5	iMF (full)	Random	0.0	0.02014846235418876	0.02014846235418876	0.02014846235418876	0.02014846235418876
5	iMF (full)	Normalized kNN (test)	0.0	0.019088016967126194	0.019088016967126194	0.019088016967126194	0.019088016967126194
5	iMF (full)	Average Rating	0.0	0.019088016967126194	0.019088016967126194	0.019088016967126194	0.019088016967126194
5	iMF (full)	Popularity	0.0	0.019088016967126194	0.019088016967126194	0.019088016967126194	0.019088016967126194
5	iMF (full)	kNN (full)	0.0	0.019088016967126194	0.019088016967126194	0.019088016967126194	0.019088016967126194
5	iMF (full)	kNN (test)	0.0	0.019088016967126194	0.019088016967126194	0.019088016967126194	0.019088016967126194
5	iMF (full)	iMF (test)	0.0	0.019088016967126194	0.019088016967126194	0.019088016967126194	0.019088016967126194
1682	Normalized kNN (full)	Average Rating	0.0	0.256627783669141	0.256627783669141	0.256627783669141	0.256627783669141
1682	Normalized kNN (full)	iMF (test)	0.0	0.1919406150583245	0.1919406150583245	0.1919406150583245	0.1919406150583245
1682	Normalized kNN (full)	kNN (test)	0.0	0.14422057264050903	0.14422057264050903	0.14422057264050903	0.14422057264050903
1682	Normalized kNN (full)	iMF (full)	0.0	0.12089077412513255	0.12089077412513255	0.12089077412513255	0.12089077412513255
1682	Normalized kNN (full)	Random	0.0	0.2757158006362672	0.2757158006362672	0.2757158006362672	0.2757158006362672
1682	Normalized kNN (full)	Normalized kNN (test)	0.0	0.23966065747614	0.23966065747614	0.23966065747614	0.23966065747614
1682	Normalized kNN (full)	Popularity	0.0	0.16118769883351008	0.16118769883351008	0.16118769883351008	0.16118769883351008
200	Average Rating	kNN (test)	0.0	0.024390243902439025	0.024390243902439025	0.024390243902439025	0.024390243902439025
200	Average Rating	iMF (full)	0.0	0.02332979851537646	0.02332979851537646	0.02332979851537646	0.02332979851537646
200	Average Rating	kNN (full)	0.0	0.02332979851537646	0.02332979851537646	0.02332979851537646	0.02332979851537646
200	Average Rating	Popularity	0.0	0.029692470837751856	0.029692470837751856	0.029692470837751856	0.029692470837751856
200	Average Rating	iMF (test)	0.0	0.02332979851537646	0.02332979851537646	0.02332979851537646	0.02332979851537646
200	Average Rating	Random	0.0	0.1664899257688229	0.1664899257688229	0.1664899257688229	0.1664899257688229
200	Average Rating	Normalized kNN (full)	0.0	0.04878048780487805	0.04878048780487805	0.04878048780487805	0.04878048780487805
200	Average Rating	Normalized kNN (test)	0.0	0.02545068928950159	0.02545068928950159	0.02545068928950159	0.02545068928950159
20	Normalized kNN (test)	iMF (full)	0.0	0.02014846235418876	0.02014846235418876	0.02014846235418876	0.02014846235418876
20	Normalized kNN (test)	iMF (test)	0.0	0.019088016967126194	0.019088016967126194	0.019088016967126194	0.019088016967126194
20	Normalized kNN (test)	kNN (test)	0.0	0.02014846235418876	0.02014846235418876	0.02014846235418876	0.02014846235418876
20	Normalized kNN (test)	kNN (full)	0.0	0.02014846235418876	0.02014846235418876	0.02014846235418876	0.02014846235418876
20	Normalized kNN (test)	Average Rating	0.0	0.02014846235418876	0.02014846235418876	0.02014846235418876	0.02014846235418876
20	Normalized kNN (test)	Normalized kNN (full)	0.0	0.022269353128313893	0.022269353128313893	0.022269353128313893	0.022269353128313893
0	Normalized kNN (full)	kNN (full)	0.0	0.02014846235418876	0.02014846235418876	0.02014846235418876	0.02014846235418876
0	Normalized kNN (full)	Random	0.0	0.02014846235418876	0.02014846235418876	0.02014846235418876	0.02014846235418876
0	Normalized kNN (full)	iMF (test)	0.0	0.019088016967126194	0.019088016967126194	0.019088016967126194	0.019088016967126194
0	Normalized kNN (full)	Popularity	0.0	0.019088016967126194	0.019088016967126194	0.019088016967126194	0.019088016967126194
0	Normalized kNN (full)	Average Rating	0.0	0.02014846235418876	0.02014846235418876	0.02014846235418876	0.02014846235418876
