====================
Dataset: ml1m-nofill
====================

Coverage@10
Target size	iMF (full)	iMF (test)	kNN (full/test)	Normalized kNN (full)	Normalized kNN (test)	Average Rating	Popularity	Random
0	7.695037541034737E-4	7.695037541034737E-4	7.695037541034737E-4	6.068634640267613E-4	7.695037541034737E-4	7.695037541034737E-4	7.695037541034737E-4	7.695037541034737E-4
1	0.09283014376845578	0.09283014376845578	0.06851115533906467	0.011629066096162977	0.08100897549183815	0.08957005949186689	0.08957005949186689	0.09283014376845578
2	0.18627294407873823	0.18627294407873823	0.13739361946878303	0.02377909457296092	0.16177376310660402	0.17837910494606796	0.17837910494606796	0.18627294407873823
5	0.4643740080384314	0.4643740080384314	0.34275383370752516	0.058335405971918254	0.4031883753721127	0.4454510543483404	0.4454510543483404	0.4643740080384314
10	0.9282696347435465	0.9282696347435465	0.6833733389493262	0.11640050938543137	0.8035956143408173	0.8903261812688529	0.8903261812688529	0.9282696347435465
20	0.9999071170303445	0.9999071170303445	0.9887646126673884	0.2291367033100434	0.9985640958593038	0.9996713086176078	0.9996713086176078	0.9999071170303445
50	1.0	1.0	1.0	0.5322111064586746	1.0	1.0	1.0	1.0
100	1.0	1.0	1.0	0.7513059171591835	1.0	1.0	1.0	1.0
200	1.0	1.0	1.0	0.87548164764601	1.0	1.0	1.0	1.0
500	1.0	1.0	1.0	0.9678955553917419	1.0	1.0	1.0	1.0
1000	1.0	1.0	1.0	0.9925541101625471	1.0	1.0	1.0	1.0
2000	1.0	1.0	1.0	0.9996633016278285	1.0	1.0	1.0	1.0
3706	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0

